,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0001,0.0001,Indanan
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.001,Indanan
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0806,0.1264,Indanan
3,Safety Compliant Business,-,-,-,-,-,-,-,0.1123,0.0659,Indanan
4,Employment Generation,-,-,-,-,-,-,-,0.0284,0.1453,Indanan
5,Cost of Living,-,-,-,-,-,-,-,2.5000,1.9997,Indanan
6,Cost of Doing Business,-,-,-,-,-,-,-,0.8874,0.3178,Indanan
7,Financial Deepening,-,-,-,-,-,-,-,0.0336,0.0134,Indanan
8,Productivity,-,-,-,-,-,-,-,0.0124,0.0241,Indanan
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0,Indanan
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4286,1.9231,Indanan
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,0.0000,0.0,Indanan
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,2.2584,1.0,Indanan
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0000,0.0029,Indanan
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0282,0.0047,Indanan
15,Capacity of School Services,-,-,-,-,-,-,-,0.0001,0.0,Indanan
16,Recognition of Performance,-,-,-,-,-,-,-,0.0000,0.0,Indanan
17,Getting Business Permits,-,-,-,-,-,-,-,1.5456,2.0,Indanan
18,Peace and Order,-,-,-,-,-,-,-,0.2463,0.1455,Indanan
19,Social Protection,-,-,-,-,-,-,-,0.0000,0.0,Indanan
20,Road Network,-,-,-,-,-,-,-,0.0810,0.0,Indanan
21,Distance to Ports,-,-,-,-,-,-,-,0.0000,1.9756,Indanan
22,Availability of Basic Utilities,-,-,-,-,-,-,-,0.0000,0.0,Indanan
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0000,0.0004,Indanan
24,Education,-,-,-,-,-,-,-,0.0000,0.032,Indanan
25,Health,-,-,-,-,-,-,-,0.0000,0.0267,Indanan
26,LGU Investment,-,-,-,-,-,-,-,0.0000,0.0,Indanan
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0098,Indanan
28,Information Technology Capacity,-,-,-,-,-,-,-,0.0000,0.087,Indanan
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Indanan
30,Land Use Plan,-,-,-,-,-,-,-,0.0000,0.0,Indanan
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,0.0000,0.0,Indanan
32,Annual Disaster Drill,-,-,-,-,-,-,-,0.0000,0.0,Indanan
33,Early Warning System,-,-,-,-,-,-,-,0.0000,0.0,Indanan
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0000,0.0,Indanan
35,Local Risk Assessments,-,-,-,-,-,-,-,0.0000,0.0,Indanan
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.0204,0.0171,Indanan
37,Utilities,-,-,-,-,-,-,-,0.2515,0.0,Indanan
38,Employed Population,-,-,-,-,-,-,-,0.0000,0.0,Indanan
39,Sanitary System,-,-,-,-,-,-,-,0.0000,0.0,Indanan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Indanan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Indanan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Indanan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Indanan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Indanan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0435,Indanan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Indanan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Indanan
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Indanan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Indanan
