,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0007,0.0013,0.0000,0.0043,0.0042,Talalora
1,Local Economy Growth,-,-,-,0.0000,0.0000,0.0023,0.0000,0.0000,0.0,Talalora
2,Active Establishments in the Locality,-,-,-,0.0000,0.0011,0.0801,0.0000,0.1878,0.0763,Talalora
3,Safety Compliant Business,-,-,-,0.0159,0.0000,0.0000,0.0000,0.0656,0.0205,Talalora
4,Employment Generation,-,-,-,0.0000,0.0056,0.0224,0.0000,0.0244,0.0742,Talalora
5,Cost of Living,-,-,-,1.8966,1.0185,1.0000,1.6803,0.8438,1.2895,Talalora
6,Cost of Doing Business,-,-,-,1.2142,1.4323,1.5626,2.3930,1.2221,1.8498,Talalora
7,Financial Deepening,-,-,-,0.0000,0.0000,0.0015,0.0000,0.0183,0.0158,Talalora
8,Productivity,-,-,-,0.0000,0.0051,0.0129,0.0000,0.0170,0.0386,Talalora
9,Presence of Business and Professional Organizations,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Talalora
10,Compliance to National Directives,-,-,-,2.2039,0.0000,2.4950,0.9722,2.4405,1.9091,Talalora
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,1.8750,0.0000,2.5000,1.9994,Talalora
12,Compliance to ARTA Citizens Charter,-,-,-,0.0000,0.0000,2.3248,2.5000,1.8751,2.0,Talalora
13,Capacity to Generate Local Resource,-,-,-,0.0000,0.0000,0.0070,0.0000,0.0013,0.0012,Talalora
14,Capacity of Health Services,-,-,-,0.0523,0.0000,0.0445,0.0000,0.0527,0.0003,Talalora
15,Capacity of School Services,-,-,-,0.0677,0.0000,0.0853,0.0776,0.0249,0.012,Talalora
16,Recognition of Performance,-,-,-,0.0677,0.0000,0.1634,0.0000,0.1726,0.0,Talalora
17,Getting Business Permits,-,-,-,1.4661,0.0000,1.6083,1.6667,1.8484,1.0,Talalora
18,Peace and Order,-,-,-,0.6158,0.0000,0.1728,0.0000,0.2708,0.0001,Talalora
19,Social Protection,-,-,-,0.1679,0.0000,0.4572,0.0688,0.4149,0.0,Talalora
20,Road Network,-,-,-,0.0000,0.0000,0.0136,0.0007,0.0097,0.0,Talalora
21,Distance to Ports,-,-,-,1.5997,0.0000,2.2502,2.5000,1.9316,1.4176,Talalora
22,Availability of Basic Utilities,-,-,-,1.4583,0.0000,1.7135,0.0000,1.7188,0.3231,Talalora
23,Transportation Vehicles,-,-,-,0.0005,0.0000,0.0005,0.0000,0.0019,0.0047,Talalora
24,Education,-,-,-,0.0696,0.0000,0.0026,0.0156,0.0386,0.0314,Talalora
25,Health,-,-,-,0.0178,0.0000,0.0100,0.0000,0.0239,0.0187,Talalora
26,LGU Investment,-,-,-,0.0000,0.0000,0.0375,0.0000,0.1954,0.0022,Talalora
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Talalora
28,Information Technology Capacity,-,-,-,0.1885,0.0000,0.0833,0.0000,0.1786,0.125,Talalora
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Talalora
30,Land Use Plan,-,-,-,0.6250,0.0000,0.5000,0.0000,2.5000,0.4722,Talalora
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,0.0000,2.4762,1.9995,Talalora
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,0.0000,1.2982,1.0585,Talalora
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,0.0000,1.2595,1.0076,Talalora
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0585,0.0000,0.0036,0.0017,Talalora
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,0.0000,2.5000,2.0,Talalora
36,Emergency Infrastructure,-,-,-,0.8716,0.0000,0.4266,0.0000,0.2196,0.3444,Talalora
37,Utilities,-,-,-,1.0448,0.0000,1.2426,0.6250,1.0012,0.9631,Talalora
38,Employed Population,-,-,-,0.0075,0.0000,0.0366,0.0000,0.0378,0.0302,Talalora
39,Sanitary System,-,-,-,0.5333,0.0000,2.1323,0.5000,0.0000,0.5,Talalora
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Talalora
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Talalora
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Talalora
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Talalora
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Talalora
45,Internet Capability,-,-,-,-,-,-,-,-,0.02,Talalora
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Talalora
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Talalora
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Talalora
49,New Technology,-,-,-,-,-,-,-,-,0.0,Talalora
