,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0663,0.0425,0.0000,0.0000,0.0003,0.0007,0.0021,0.001,Sugpon
1,Local Economy Growth,-,0.3970,0.0401,0.0000,0.0000,0.0218,0.0310,0.1129,0.0,Sugpon
2,Active Establishments in the Locality,-,-,-,0.0000,0.0023,0.0810,0.1043,0.2100,0.1497,Sugpon
3,Safety Compliant Business,-,-,-,0.0000,0.0187,0.0048,0.1984,0.1897,0.0151,Sugpon
4,Employment Generation,-,0.2776,0.0034,0.0647,0.0000,0.0354,0.0999,0.0574,0.0725,Sugpon
5,Cost of Living,-,3.0449,3.1667,1.8534,1.5741,2.2500,1.2705,1.6250,1.1053,Sugpon
6,Cost of Doing Business,-,1.7915,1.9007,1.6077,0.5698,1.3913,2.3669,1.9653,1.3458,Sugpon
7,Financial Deepening,-,0.0706,0.0772,0.0132,0.0042,0.0000,0.0231,0.0130,0.1426,Sugpon
8,Productivity,-,0.0000,0.0003,0.0000,0.0000,0.0280,0.0895,0.0286,0.0471,Sugpon
9,Presence of Business and Professional Organizations,-,0.0000,0.0391,0.0030,0.0000,0.0000,0.0027,0.0017,0.0026,Sugpon
10,Compliance to National Directives,-,3.3333,2.2222,2.2368,0.0000,2.4994,2.4653,2.4405,1.9091,Sugpon
11,Presence of Investment Promotion Unit,-,1.6667,3.3333,1.8750,0.0000,2.5000,2.5000,2.5000,1.9997,Sugpon
12,Compliance to ARTA Citizens Charter,-,1.2482,2.0664,2.3461,0.0000,2.3734,2.4360,2.2079,2.0,Sugpon
13,Capacity to Generate Local Resource,-,0.6817,1.7182,0.5161,0.0000,0.0048,0.4984,0.0136,0.0014,Sugpon
14,Capacity of Health Services,-,0.0310,0.0739,0.0465,0.0000,0.0125,0.0638,0.0971,0.0002,Sugpon
15,Capacity of School Services,-,0.1896,0.3011,0.1199,0.0000,0.0392,0.0227,0.0081,0.02,Sugpon
16,Recognition of Performance,-,0.0000,0.0877,0.1199,0.0000,0.0000,0.0833,0.0446,0.0625,Sugpon
17,Getting Business Permits,-,-,0.0000,1.4661,0.0000,1.5288,1.5069,1.7014,1.0,Sugpon
18,Peace and Order,-,1.1779,1.4113,0.8887,0.0000,0.1728,0.4167,0.2292,0.0002,Sugpon
19,Social Protection,-,-,0.0067,0.1463,0.0000,0.1946,0.0285,0.2388,0.1228,Sugpon
20,Road Network,-,0.0000,0.0039,0.0016,0.0000,0.0306,0.0037,0.0257,0.0,Sugpon
21,Distance to Ports,-,2.8736,3.0610,2.3669,0.0000,2.2543,2.2460,1.8555,1.3909,Sugpon
22,Availability of Basic Utilities,-,1.6667,3.3333,2.5000,0.0000,1.2250,1.2375,1.2375,0.1368,Sugpon
23,Transportation Vehicles,-,0.0218,0.0104,0.0070,0.0000,0.0021,0.0021,0.0104,0.0062,Sugpon
24,Education,-,0.0080,0.0334,0.0285,0.0000,0.0034,0.0156,0.0417,0.0446,Sugpon
25,Health,-,0.0701,0.0841,0.0398,0.0000,0.0272,0.0031,0.0610,0.0507,Sugpon
26,LGU Investment,-,0.0000,0.2946,0.0000,0.0000,0.0267,0.1092,0.1973,0.0001,Sugpon
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sugpon
28,Information Technology Capacity,-,0.5855,0.0000,0.3274,0.0000,0.3430,0.6250,1.0714,0.25,Sugpon
29,Financial Technology Capacity,-,0.5159,0.2381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Sugpon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4103,2.4054,2.3462,1.9861,Sugpon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4762,1.9998,Sugpon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.3214,2.5000,1.2632,1.016,Sugpon
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2879,1.0303,Sugpon
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0582,0.1356,0.0039,0.0015,Sugpon
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Sugpon
36,Emergency Infrastructure,-,-,-,0.4452,0.0000,0.4328,0.4752,0.2836,0.3725,Sugpon
37,Utilities,-,-,-,0.6970,0.0000,1.8760,1.8895,1.2580,1.4955,Sugpon
38,Employed Population,-,-,-,0.0814,0.0000,0.0183,0.0741,0.0957,0.0504,Sugpon
39,Sanitary System,-,-,-,1.0000,0.0000,1.0227,1.0014,1.2518,1.5,Sugpon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0013,Sugpon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sugpon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sugpon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0167,Sugpon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Sugpon
45,Internet Capability,-,-,-,-,-,-,-,-,0.04,Sugpon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Sugpon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sugpon
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Sugpon
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sugpon
