,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.1019,0.0015,0.0000,0.0106,0.0109,0.0073,0.0032,Diadi
1,Local Economy Growth,-,-,0.0000,0.0101,0.0000,0.0000,1.0253,0.0025,0.0017,Diadi
2,Active Establishments in the Locality,-,-,-,0.1972,0.0000,0.1816,0.1483,0.2207,0.1904,Diadi
3,Safety Compliant Business,-,-,-,0.1512,0.0000,0.1585,0.1767,0.3394,0.115,Diadi
4,Employment Generation,-,-,0.1445,0.1239,0.0000,0.0877,0.0723,0.0897,0.1056,Diadi
5,Cost of Living,-,-,2.6667,1.3793,1.3889,1.7500,1.0417,0.4063,1.9986,Diadi
6,Cost of Doing Business,-,-,2.3055,1.6356,1.2473,2.0103,2.1728,2.2074,1.9082,Diadi
7,Financial Deepening,-,-,0.6173,0.1852,0.0545,0.0998,0.2200,0.2842,0.153,Diadi
8,Productivity,-,-,0.0083,0.0011,0.0000,0.0611,0.0512,0.0739,0.0509,Diadi
9,Presence of Business and Professional Organizations,-,-,0.0130,0.0010,0.0000,0.0359,0.0414,0.0015,0.0095,Diadi
10,Compliance to National Directives,-,-,2.2222,2.3684,0.0000,2.4994,2.5000,2.4286,1.9615,Diadi
11,Presence of Investment Promotion Unit,-,-,0.8333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9991,Diadi
12,Compliance to ARTA Citizens Charter,-,-,1.1762,1.7809,0.0000,2.3660,2.4924,2.3338,2.0,Diadi
13,Capacity to Generate Local Resource,-,-,0.0000,0.0618,0.0000,0.0516,0.1999,0.0187,0.1294,Diadi
14,Capacity of Health Services,-,-,0.1737,0.1323,0.0000,0.0640,0.0298,0.0515,0.0752,Diadi
15,Capacity of School Services,-,-,0.0000,0.2404,0.0000,0.2104,0.0486,0.0448,0.0058,Diadi
16,Recognition of Performance,-,-,0.0000,0.2404,0.0000,0.5453,0.1512,0.0893,0.0,Diadi
17,Getting Business Permits,-,-,1.1111,2.2320,0.0000,2.3938,1.6078,1.8650,1.0,Diadi
18,Peace and Order,-,-,0.2771,0.2982,0.0000,0.2074,0.3444,0.1170,0.0003,Diadi
19,Social Protection,-,-,0.0144,0.3800,0.0000,0.4405,0.3084,0.0490,1.125,Diadi
20,Road Network,-,-,0.0012,0.0005,0.0000,0.1023,0.0008,0.0872,0.0003,Diadi
21,Distance to Ports,-,-,2.0169,1.6066,0.0000,1.5921,1.5908,1.1962,1.7306,Diadi
22,Availability of Basic Utilities,-,-,0.0000,2.0833,0.0000,2.2907,2.0407,1.2500,0.2232,Diadi
23,Transportation Vehicles,-,-,0.0677,0.1894,0.0000,0.0059,0.0229,0.0451,0.0026,Diadi
24,Education,-,-,0.0000,0.1055,0.0000,0.0605,0.0319,0.0748,0.0277,Diadi
25,Health,-,-,0.1685,0.1990,0.0000,0.1175,0.1079,0.0558,0.098,Diadi
26,LGU Investment,-,-,0.0000,0.1645,0.0000,0.0619,0.0476,0.0785,0.0001,Diadi
27,Accommodation Capacity,-,-,0.0505,0.0246,0.0000,0.0075,0.0136,0.0066,0.0069,Diadi
28,Information Technology Capacity,-,-,2.0899,1.3690,0.0000,0.4151,0.8565,0.3804,0.1739,Diadi
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.1389,0.0,Diadi
30,Land Use Plan,-,-,-,0.0000,0.0000,0.2949,1.5000,1.4857,2.0,Diadi
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4853,1.9995,Diadi
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.002,Diadi
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0237,Diadi
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.0623,0.0353,0.0024,0.0,Diadi
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Diadi
36,Emergency Infrastructure,-,-,-,0.4815,0.0000,0.5070,0.4827,0.2913,0.3982,Diadi
37,Utilities,-,-,-,0.9807,0.0000,1.8637,1.5621,0.9930,1.2413,Diadi
38,Employed Population,-,-,-,0.1369,0.0000,0.1170,0.0188,0.0000,0.0034,Diadi
39,Sanitary System,-,-,-,1.0833,0.0000,2.0462,1.9898,1.8751,1.5,Diadi
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0533,Diadi
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Diadi
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Diadi
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Diadi
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Diadi
45,Internet Capability,-,-,-,-,-,-,-,-,0.1087,Diadi
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Diadi
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Diadi
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Diadi
49,New Technology,-,-,-,-,-,-,-,-,0.0,Diadi
