,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0713,0.0640,0.0173,0.1905,0.0936,0.0177,0.0228,0.0124,Calatagan
1,Local Economy Growth,-,0.2568,0.0664,0.0082,0.1403,0.0008,0.4838,0.0025,0.0,Calatagan
2,Active Establishments in the Locality,-,-,-,0.0541,0.1213,0.0723,0.1488,0.1658,0.1015,Calatagan
3,Safety Compliant Business,-,-,-,0.0919,0.1126,0.0990,0.1753,0.1622,0.0,Calatagan
4,Employment Generation,-,0.0000,0.0810,0.0505,0.0483,0.0805,0.0507,0.0547,0.0775,Calatagan
5,Cost of Living,-,2.7132,3.2500,1.9595,1.2963,1.3095,0.8190,1.4688,1.8269,Calatagan
6,Cost of Doing Business,-,0.3785,2.0129,1.5629,1.7459,1.6445,1.8436,1.7770,1.5428,Calatagan
7,Financial Deepening,-,0.5064,0.4755,0.3030,0.0479,0.1866,0.2261,0.2004,0.1782,Calatagan
8,Productivity,-,0.0000,0.0012,0.0077,0.0015,0.0000,0.0470,0.0651,0.0444,Calatagan
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0456,0.0,Calatagan
10,Compliance to National Directives,-,3.3333,2.2222,0.0000,0.0000,2.4000,2.4621,2.3214,1.8571,Calatagan
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,0.0000,0.0000,0.6250,0.6250,0.0000,0.0,Calatagan
12,Compliance to ARTA Citizens Charter,-,0.3544,1.2040,2.1970,0.0000,2.2964,2.4241,2.0971,2.0,Calatagan
13,Capacity to Generate Local Resource,-,0.0000,1.2942,0.9774,0.0000,0.2084,0.1743,0.0202,0.0133,Calatagan
14,Capacity of Health Services,-,0.0000,0.0181,0.0423,0.0000,0.0423,0.0402,0.1096,0.0012,Calatagan
15,Capacity of School Services,-,0.3236,0.5468,0.2461,0.0000,0.2901,0.1255,0.0308,0.0302,Calatagan
16,Recognition of Performance,-,0.0000,0.0000,0.2461,0.0000,0.0298,0.0275,0.0368,0.0864,Calatagan
17,Getting Business Permits,-,-,0.0000,1.2869,0.0000,1.6450,1.6388,1.4655,1.5,Calatagan
18,Peace and Order,-,0.0503,0.0430,0.2821,0.0000,0.0227,0.0216,0.0425,0.0647,Calatagan
19,Social Protection,-,-,0.2189,0.1640,0.0000,0.2806,0.4212,0.3419,0.0014,Calatagan
20,Road Network,-,0.0023,0.0012,0.0021,0.0000,0.0150,0.0013,0.0242,0.0006,Calatagan
21,Distance to Ports,-,3.0903,2.8879,2.1746,0.0000,2.2014,2.4989,2.2890,1.8321,Calatagan
22,Availability of Basic Utilities,-,2.0635,1.6667,1.8750,0.0000,2.1585,2.1875,1.2499,0.0553,Calatagan
23,Transportation Vehicles,-,0.0295,0.0448,0.1158,0.0000,0.0379,0.0529,0.0091,0.0083,Calatagan
24,Education,-,0.0922,0.0124,0.0914,0.0000,0.0515,0.0785,0.0256,0.0443,Calatagan
25,Health,-,0.0000,0.2841,0.0910,0.0000,0.0643,0.0873,0.1510,0.1104,Calatagan
26,LGU Investment,-,0.5847,0.4537,0.3570,0.0000,0.2663,0.1274,0.0144,0.0006,Calatagan
27,Accommodation Capacity,-,0.0000,0.0058,0.0180,0.0000,0.0061,0.0000,0.0016,0.0012,Calatagan
28,Information Technology Capacity,-,0.3796,0.5894,0.2973,0.0000,0.2387,0.1935,0.1818,0.2026,Calatagan
29,Financial Technology Capacity,-,0.0000,0.0362,0.0497,0.0000,0.1177,0.1638,0.1638,0.0603,Calatagan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,1.9394,Calatagan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.4737,1.9995,Calatagan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2667,1.008,Calatagan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2537,1.0074,Calatagan
34,Budget for DRRMP,-,-,-,0.0017,0.0000,0.2076,0.1219,0.0192,0.0,Calatagan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Calatagan
36,Emergency Infrastructure,-,-,-,0.8532,0.0000,0.4862,0.5114,0.2647,0.3733,Calatagan
37,Utilities,-,-,-,0.9784,0.0000,1.8713,1.8731,1.2513,1.5013,Calatagan
38,Employed Population,-,-,-,0.1199,0.0000,0.0095,0.0382,0.0120,0.0048,Calatagan
39,Sanitary System,-,-,-,1.0650,0.0000,1.9818,1.9937,1.8752,1.5002,Calatagan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Calatagan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Calatagan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Calatagan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0029,Calatagan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Calatagan
45,Internet Capability,-,-,-,-,-,-,-,-,0.1095,Calatagan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Calatagan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Calatagan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Calatagan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Calatagan
