,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.2576,0.1726,0.0015,0.0085,0.0153,0.0315,0.0296,0.0079,Jalajala
1,Local Economy Growth,-,0.4127,0.0474,0.0065,0.0029,0.0015,1.0268,0.0018,0.0007,Jalajala
2,Active Establishments in the Locality,-,-,-,0.1553,0.0029,0.1802,0.4470,0.5495,0.438,Jalajala
3,Safety Compliant Business,-,-,-,0.3242,0.0469,0.2342,0.1897,0.3079,0.2819,Jalajala
4,Employment Generation,-,0.9018,0.1302,0.0924,0.1116,0.2174,0.3540,0.3307,0.4065,Jalajala
5,Cost of Living,-,3.8996,4.1667,1.9828,1.4352,2.0000,0.8333,0.6875,1.9993,Jalajala
6,Cost of Doing Business,-,2.1764,2.2995,1.9921,1.9205,2.0760,2.3010,2.1509,1.9044,Jalajala
7,Financial Deepening,-,0.1412,0.2315,0.0794,0.0294,0.0080,0.0616,0.1467,0.0859,Jalajala
8,Productivity,-,0.0443,0.0173,0.0030,0.0053,0.1162,0.1470,0.2373,0.1842,Jalajala
9,Presence of Business and Professional Organizations,-,0.0000,0.0130,0.0128,0.0142,0.0206,0.0284,0.0015,0.018,Jalajala
10,Compliance to National Directives,-,3.3333,1.6279,1.8421,0.0000,2.4882,1.8214,1.7500,1.8846,Jalajala
11,Presence of Investment Promotion Unit,-,1.6667,1.6667,1.2500,0.0000,2.5000,2.5000,2.5000,1.9991,Jalajala
12,Compliance to ARTA Citizens Charter,-,2.7122,1.7269,2.3546,0.0000,2.3729,2.4935,2.2084,2.0,Jalajala
13,Capacity to Generate Local Resource,-,0.1534,1.6627,1.1783,0.0000,0.1466,0.2972,0.0614,0.2304,Jalajala
14,Capacity of Health Services,-,0.0703,0.1352,0.1700,0.0000,0.1291,0.0939,0.0491,0.0593,Jalajala
15,Capacity of School Services,-,0.2394,0.1573,0.2179,0.0000,0.4144,0.0874,0.1177,0.0257,Jalajala
16,Recognition of Performance,-,0.0000,0.1754,0.2179,0.0000,0.0490,0.0027,0.2878,0.0584,Jalajala
17,Getting Business Permits,-,-,0.0000,1.3844,0.0000,2.2940,2.3572,2.1701,1.5,Jalajala
18,Peace and Order,-,0.2416,0.2576,0.2312,0.0000,0.3226,0.4337,0.1663,0.0002,Jalajala
19,Social Protection,-,-,0.1218,1.1385,0.0000,0.7640,1.0273,0.1428,1.2652,Jalajala
20,Road Network,-,0.0000,0.0046,0.0015,0.0000,0.0234,0.0004,0.0203,0.0012,Jalajala
21,Distance to Ports,-,0.0000,2.9592,2.4047,0.0000,2.3321,2.2438,2.2974,1.9631,Jalajala
22,Availability of Basic Utilities,-,3.3333,3.3333,2.5000,0.0000,2.3188,2.0688,2.3625,0.4374,Jalajala
23,Transportation Vehicles,-,0.2424,0.2035,0.0767,0.0000,0.0226,0.0241,0.0774,0.0117,Jalajala
24,Education,-,0.8218,0.4041,0.3479,0.0000,0.1789,0.0985,0.1402,0.1419,Jalajala
25,Health,-,0.3188,0.3403,0.3270,0.0000,0.1472,0.1603,0.1473,0.1616,Jalajala
26,LGU Investment,-,0.0000,0.5598,0.0971,0.0000,0.4272,0.0529,0.1011,0.0002,Jalajala
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0022,Jalajala
28,Information Technology Capacity,-,0.6709,1.0688,0.6349,0.0000,0.4027,0.7222,0.3261,0.2609,Jalajala
29,Financial Technology Capacity,-,0.0000,0.0000,0.5000,0.0000,0.3125,0.2500,0.2282,0.0909,Jalajala
30,Land Use Plan,-,-,-,2.5000,0.0000,2.2821,2.2821,2.2143,1.7027,Jalajala
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4853,1.9995,Jalajala
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2829,1.002,Jalajala
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2824,1.0257,Jalajala
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2800,0.0419,0.0025,0.0,Jalajala
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Jalajala
36,Emergency Infrastructure,-,-,-,0.8719,0.0000,0.4817,0.5141,0.3251,0.4057,Jalajala
37,Utilities,-,-,-,1.0065,0.0000,1.8810,1.8765,1.2646,1.5009,Jalajala
38,Employed Population,-,-,-,0.1379,0.0000,0.0865,0.0669,0.0663,0.0032,Jalajala
39,Sanitary System,-,-,-,1.6367,0.0000,1.9758,1.9383,1.8751,1.5001,Jalajala
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.2501,Jalajala
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Jalajala
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Jalajala
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0395,Jalajala
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Jalajala
45,Internet Capability,-,-,-,-,-,-,-,-,1.1304,Jalajala
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0269,Jalajala
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Jalajala
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Jalajala
49,New Technology,-,-,-,-,-,-,-,-,0.0,Jalajala
