,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0605,0.0306,0.1265,0.0094,0.0036,0.0019,0.0020,0.0060,0.005,Pilar (SO)
1,Local Economy Growth,0.4821,0.2155,0.0803,0.0070,0.0050,0.0015,0.3303,0.0036,0.0,Pilar (SO)
2,Active Establishments in the Locality,-,-,-,0.0458,0.0901,0.0510,0.0871,0.1078,0.0382,Pilar (SO)
3,Safety Compliant Business,-,-,-,0.0589,0.0012,0.0635,0.0635,0.0692,0.0,Pilar (SO)
4,Employment Generation,0.0862,0.0413,0.0177,0.0249,0.0062,0.0522,0.0436,0.0555,0.051,Pilar (SO)
5,Cost of Living,3.0172,2.4225,3.4167,2.2973,1.0648,1.6270,0.7759,1.1563,1.7452,Pilar (SO)
6,Cost of Doing Business,0.4130,3.5680,3.3888,2.2051,2.1716,2.0422,2.2252,2.3058,1.8461,Pilar (SO)
7,Financial Deepening,0.5819,0.3913,0.3623,0.2399,0.0515,0.3271,0.3861,0.3148,0.3047,Pilar (SO)
8,Productivity,0.0000,0.0000,0.4389,0.0198,0.0097,0.0002,0.0279,0.0362,0.0271,Pilar (SO)
9,Presence of Business and Professional Organizations,0.0215,0.0000,0.0247,0.0000,0.0000,0.0043,0.0163,0.0158,0.0011,Pilar (SO)
10,Compliance to National Directives,0.0000,0.0000,2.2222,0.9615,0.0000,2.4000,2.5000,2.4405,2.0,Pilar (SO)
11,Presence of Investment Promotion Unit,0.0000,0.0000,1.6667,0.0000,0.0000,2.5000,2.5000,2.5000,1.9231,Pilar (SO)
12,Compliance to ARTA Citizens Charter,-,2.4185,1.3628,1.7482,0.0000,2.0747,2.3397,1.9411,2.0,Pilar (SO)
13,Capacity to Generate Local Resource,0.7357,0.7875,0.0184,1.3052,0.0000,0.0213,0.1762,0.0119,0.0013,Pilar (SO)
14,Capacity of Health Services,0.0402,0.0702,0.0559,0.0315,0.0000,0.0279,0.0251,0.0383,0.0005,Pilar (SO)
15,Capacity of School Services,0.0000,0.3832,0.0000,0.1404,0.0000,0.2727,0.1263,0.0550,0.013,Pilar (SO)
16,Recognition of Performance,0.0000,0.6349,0.8658,0.1404,0.0000,0.4293,0.1913,0.0708,0.0868,Pilar (SO)
17,Getting Business Permits,-,-,0.0000,1.9331,0.0000,1.6574,1.5746,1.5084,0.5,Pilar (SO)
18,Peace and Order,0.3818,0.0256,0.0289,0.5110,0.0000,0.0156,0.0180,0.0390,0.0,Pilar (SO)
19,Social Protection,-,-,0.0090,0.2619,0.0000,0.1984,0.0651,0.1932,0.001,Pilar (SO)
20,Road Network,0.0000,0.0010,0.0009,0.0007,0.0000,0.0307,0.0006,0.0467,0.0004,Pilar (SO)
21,Distance to Ports,0.0000,1.0428,3.1782,2.3873,0.0000,2.3976,2.4995,2.4269,1.9443,Pilar (SO)
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,2.0595,2.1875,2.3082,0.0602,Pilar (SO)
23,Transportation Vehicles,0.0000,0.0285,0.0516,0.0397,0.0000,0.2101,0.1509,0.0801,0.041,Pilar (SO)
24,Education,0.2083,0.2721,0.1159,0.1272,0.0000,0.1834,0.0791,0.0552,0.0216,Pilar (SO)
25,Health,0.0075,0.0626,0.0654,0.0754,0.0000,0.0419,0.0162,0.0128,0.0183,Pilar (SO)
26,LGU Investment,0.3704,0.2722,0.3690,0.1642,0.0000,0.2657,0.1541,0.0197,0.0009,Pilar (SO)
27,Accommodation Capacity,0.1407,0.0000,0.0342,0.0044,0.0000,0.0121,0.0070,0.0075,0.0203,Pilar (SO)
28,Information Technology Capacity,0.0000,0.3796,0.5894,0.3931,0.0000,0.2175,0.3092,0.3636,0.0441,Pilar (SO)
29,Financial Technology Capacity,0.0000,0.0370,0.0347,0.0497,0.0000,0.0696,0.0436,0.0871,0.0259,Pilar (SO)
30,Land Use Plan,-,-,-,1.2500,0.0000,2.3846,2.3846,2.4773,1.9697,Pilar (SO)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4537,2.3947,1.9995,Pilar (SO)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2542,0.008,Pilar (SO)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2610,1.0012,Pilar (SO)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1788,0.1334,0.0216,0.0,Pilar (SO)
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Pilar (SO)
36,Emergency Infrastructure,-,-,-,0.9361,0.0000,0.4826,0.4790,0.2589,0.3623,Pilar (SO)
37,Utilities,-,-,-,0.9885,0.0000,1.5637,1.8755,1.2530,1.5012,Pilar (SO)
38,Employed Population,-,-,-,0.0882,0.0000,0.0045,0.0061,0.0047,0.0039,Pilar (SO)
39,Sanitary System,-,-,-,1.0924,0.0000,1.5075,1.4898,1.8752,1.5002,Pilar (SO)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0149,Pilar (SO)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
45,Internet Capability,-,-,-,-,-,-,-,-,1.0143,Pilar (SO)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Pilar (SO)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Pilar (SO)
