,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2511,0.1184,0.1695,0.0567,0.0208,0.0214,0.0165,0.0013,0.001,San Miguel (BU)
1,Local Economy Growth,0.1683,0.2187,0.0689,0.0048,0.0064,0.0016,0.3303,0.0052,0.0,San Miguel (BU)
2,Active Establishments in the Locality,-,-,-,0.0000,0.2958,0.1891,0.3164,0.3279,0.3408,San Miguel (BU)
3,Safety Compliant Business,-,-,-,0.0353,0.1973,0.1969,0.2430,0.1850,0.0,San Miguel (BU)
4,Employment Generation,0.5458,0.0000,0.1648,0.0766,0.0697,0.0879,0.0853,0.0890,0.0917,San Miguel (BU)
5,Cost of Living,3.7835,4.1667,3.9167,0.8784,0.0000,2.4206,0.9914,1.9063,1.875,San Miguel (BU)
6,Cost of Doing Business,0.6821,0.2716,2.2415,1.6943,2.0384,1.9478,2.1197,2.0338,1.7813,San Miguel (BU)
7,Financial Deepening,0.8380,0.7597,1.0417,0.4672,0.0681,0.3580,0.3104,0.2775,0.3513,San Miguel (BU)
8,Productivity,0.0000,0.0000,0.0070,0.0530,0.0000,0.0001,0.0560,0.0508,0.0627,San Miguel (BU)
9,Presence of Business and Professional Organizations,0.0000,0.0000,0.0000,2.4140,1.9006,0.8033,0.9700,0.0000,0.0,San Miguel (BU)
10,Compliance to National Directives,1.3333,1.3333,3.3041,0.0000,0.0000,0.0000,1.1364,0.0000,0.0,San Miguel (BU)
11,Presence of Investment Promotion Unit,0.0000,0.0000,3.3333,0.0000,0.0000,2.5000,2.5000,2.5000,1.9744,San Miguel (BU)
12,Compliance to ARTA Citizens Charter,-,2.1617,1.1809,2.2809,0.0000,2.2198,2.3467,1.5965,2.0,San Miguel (BU)
13,Capacity to Generate Local Resource,0.0000,0.0000,0.3209,0.3875,0.0000,0.3894,0.3845,0.0419,0.0074,San Miguel (BU)
14,Capacity of Health Services,0.1243,0.0105,0.1657,0.0953,0.0000,0.0406,0.0844,0.0657,0.0013,San Miguel (BU)
15,Capacity of School Services,0.0000,0.0000,0.4459,0.2636,0.0000,0.6026,0.2880,0.0181,0.0484,San Miguel (BU)
16,Recognition of Performance,0.0000,0.0000,0.0000,0.2636,0.0000,0.0893,0.0000,0.0156,0.0,San Miguel (BU)
17,Getting Business Permits,-,-,1.1111,1.8684,0.0000,2.3186,2.3107,1.4266,1.0,San Miguel (BU)
18,Peace and Order,0.0000,0.0000,0.0248,0.1971,0.0000,0.0503,0.0503,0.0803,0.0,San Miguel (BU)
19,Social Protection,-,-,0.5868,0.0983,0.0000,0.5520,0.6020,0.4803,0.0011,San Miguel (BU)
20,Road Network,0.0000,0.0000,0.0000,0.0000,0.0000,0.0446,0.0011,0.0533,0.0,San Miguel (BU)
21,Distance to Ports,0.0000,0.0000,0.0000,0.0000,0.0000,1.4438,2.3297,2.3267,1.2088,San Miguel (BU)
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,1.2500,0.0000,2.1185,2.1500,2.1482,0.0037,San Miguel (BU)
23,Transportation Vehicles,0.0000,0.0000,0.0018,0.0087,0.0000,0.0720,0.0692,0.0685,0.0956,San Miguel (BU)
24,Education,0.1667,0.1330,0.0249,0.0834,0.0000,0.2515,0.2100,0.1807,0.1341,San Miguel (BU)
