,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0852,0.0003,0.0018,0.0023,0.0085,0.0050,0.0005,Jomalig
1,Local Economy Growth,-,-,0.0904,0.0045,0.0026,0.0006,0.0220,0.0025,0.0,Jomalig
2,Active Establishments in the Locality,-,-,-,0.0000,0.0016,0.0799,0.1235,0.3352,0.1083,Jomalig
3,Safety Compliant Business,-,-,-,0.0479,0.0226,1.1153,0.2028,0.2155,0.1458,Jomalig
4,Employment Generation,-,-,0.0235,0.0224,0.0258,0.0614,0.1666,0.1137,0.0687,Jomalig
5,Cost of Living,-,-,4.0000,1.6379,0.6944,1.5000,1.3934,1.0625,1.9211,Jomalig
6,Cost of Doing Business,-,-,2.7421,1.5701,1.3699,1.4703,1.8039,2.3271,1.6089,Jomalig
7,Financial Deepening,-,-,0.0000,0.0000,0.0000,0.0065,0.0231,0.0260,0.0186,Jomalig
8,Productivity,-,-,0.0114,0.0021,0.0041,0.0258,0.1559,0.0867,0.0583,Jomalig
9,Presence of Business and Professional Organizations,-,-,0.0130,0.0000,0.0000,0.0000,0.0000,0.0510,0.0,Jomalig
10,Compliance to National Directives,-,-,2.2222,0.0000,0.0000,0.0000,0.0000,0.0000,1.9545,Jomalig
11,Presence of Investment Promotion Unit,-,-,0.8333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9978,Jomalig
12,Compliance to ARTA Citizens Charter,-,-,0.0117,2.2596,0.0000,2.2899,2.3932,2.1799,2.0,Jomalig
13,Capacity to Generate Local Resource,-,-,1.5626,1.1677,0.0000,0.0184,0.3478,0.0096,0.0404,Jomalig
14,Capacity of Health Services,-,-,0.0228,0.0698,0.0000,0.0394,0.3479,0.0488,0.0002,Jomalig
15,Capacity of School Services,-,-,0.1773,0.0849,0.0000,0.1034,0.0565,0.0195,0.016,Jomalig
16,Recognition of Performance,-,-,0.0000,0.0849,0.0000,0.0000,0.0000,0.0000,0.0625,Jomalig
17,Getting Business Permits,-,-,1.1111,2.2612,0.0000,1.5822,2.4635,1.5266,0.0,Jomalig
18,Peace and Order,-,-,0.6322,0.6716,0.0000,0.1728,0.4605,0.2083,0.0001,Jomalig
19,Social Protection,-,-,0.0152,0.1190,0.0000,0.1292,0.0784,0.3817,0.0,Jomalig
20,Road Network,-,-,0.0000,0.0010,0.0000,0.0304,0.0030,0.0229,0.0,Jomalig
21,Distance to Ports,-,-,2.2185,0.8325,0.0000,1.6640,1.6646,1.6637,1.0535,Jomalig
22,Availability of Basic Utilities,-,-,0.5556,0.7955,0.0000,1.9531,2.0313,2.3750,0.4406,Jomalig
23,Transportation Vehicles,-,-,0.0335,0.0234,0.0000,0.0055,0.0115,0.0061,0.0135,Jomalig
24,Education,-,-,0.0422,0.0333,0.0000,0.0044,0.0156,0.0386,0.0266,Jomalig
25,Health,-,-,0.1156,0.1042,0.0000,0.0414,0.0496,0.0190,0.0681,Jomalig
26,LGU Investment,-,-,0.0000,0.0000,0.0000,0.0379,0.1471,0.2287,0.0013,Jomalig
27,Accommodation Capacity,-,-,0.0000,0.1575,0.0000,0.0000,0.0000,0.0000,0.0,Jomalig
28,Information Technology Capacity,-,-,0.5397,0.0000,0.0000,0.2194,0.7500,0.3571,0.25,Jomalig
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.2885,0.0000,0.0,Jomalig
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3333,2.3243,0.9038,1.9722,Jomalig
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4524,0.9993,Jomalig
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.3214,2.5000,1.2675,1.0213,Jomalig
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2595,1.0227,Jomalig
34,Budget for DRRMP,-,-,-,0.0019,0.0000,0.0752,0.1712,0.0041,0.0015,Jomalig
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Jomalig
36,Emergency Infrastructure,-,-,-,0.4167,0.0000,0.4375,0.4757,0.2478,0.3805,Jomalig
37,Utilities,-,-,-,0.9801,0.0000,1.8821,1.9422,1.3065,1.5048,Jomalig
38,Employed Population,-,-,-,0.0604,0.0000,0.0792,0.1928,0.1636,0.004,Jomalig
39,Sanitary System,-,-,-,0.0556,0.0000,0.5417,0.5039,1.2509,1.5,Jomalig
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Jomalig
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Jomalig
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Jomalig
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Jomalig
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Jomalig
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Jomalig
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Jomalig
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Jomalig
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Jomalig
49,New Technology,-,-,-,-,-,-,-,-,0.0,Jomalig
