,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.0077,0.0173,0.0075,0.0003,0.0016,0.0027,0.0021,0.0005,0.0002,San Luis (AS)
1,Local Economy Growth,0.1309,0.6720,0.0293,0.0176,0.0906,0.0033,0.3302,0.0043,0.0,San Luis (AS)
2,Active Establishments in the Locality,-,-,-,0.0029,0.0317,0.0153,0.1125,0.1048,0.0584,San Luis (AS)
3,Safety Compliant Business,-,-,-,0.0173,0.0175,0.0178,0.0164,0.0199,0.0,San Luis (AS)
4,Employment Generation,0.0280,0.0134,0.0101,0.0061,0.0071,0.0146,0.0098,0.0490,0.022,San Luis (AS)
5,Cost of Living,3.2088,2.4709,1.0833,1.6216,1.5741,1.5873,1.7241,1.7813,1.8798,San Luis (AS)
6,Cost of Doing Business,1.0627,2.1889,3.2319,2.1500,2.1946,2.0347,2.2763,2.1622,1.9401,San Luis (AS)
7,Financial Deepening,0.3259,0.1842,0.2264,0.0631,0.0129,0.0449,0.0487,0.0268,0.0115,San Luis (AS)
8,Productivity,0.0043,0.0009,0.0000,0.0043,0.0008,0.0000,0.0039,0.0090,0.006,San Luis (AS)
9,Presence of Business and Professional Organizations,0.0710,0.2011,0.0370,0.0473,0.0034,0.0071,0.4174,0.1774,0.0011,San Luis (AS)
10,Compliance to National Directives,0.0000,2.5000,1.6667,1.1538,0.0000,2.3500,2.3864,2.4405,1.8571,San Luis (AS)
11,Presence of Investment Promotion Unit,1.6667,1.6667,0.0000,0.0000,0.0000,2.5000,2.5000,2.5000,0.6154,San Luis (AS)
12,Compliance to ARTA Citizens Charter,-,2.6444,1.4746,2.3321,0.0000,1.1809,2.4336,2.1175,2.0,San Luis (AS)
13,Capacity to Generate Local Resource,0.0030,0.2222,0.1245,0.4616,0.0000,0.0115,0.0712,0.0015,0.0008,San Luis (AS)
14,Capacity of Health Services,0.0482,0.1763,0.1361,0.0748,0.0000,0.0319,0.0332,0.0585,0.0018,San Luis (AS)
15,Capacity of School Services,0.4688,0.7575,0.5548,1.2895,0.0000,0.1218,0.0700,0.0141,0.0018,San Luis (AS)
16,Recognition of Performance,0.0000,0.1587,0.0000,1.2895,0.0000,0.0722,0.0000,0.0340,0.1728,San Luis (AS)
17,Getting Business Permits,-,-,0.0000,1.1740,0.0000,2.4408,1.6621,1.8293,1.5,San Luis (AS)
18,Peace and Order,0.5018,0.0625,0.0441,0.4495,0.0000,0.0084,0.0072,0.0354,0.0001,San Luis (AS)
19,Social Protection,-,-,0.2266,0.0788,0.0000,0.1021,0.1079,0.0485,0.0018,San Luis (AS)
20,Road Network,0.0002,0.0004,0.0003,0.0000,0.0000,0.1106,0.0014,0.2170,0.0003,San Luis (AS)
21,Distance to Ports,0.0000,2.6686,2.5110,1.9322,0.0000,2.1983,2.2328,2.5000,1.6334,San Luis (AS)
22,Availability of Basic Utilities,0.0000,1.6667,1.6667,2.5000,0.0000,2.1468,2.1458,2.2146,0.0035,San Luis (AS)
23,Transportation Vehicles,0.0001,0.0094,0.0012,0.0000,0.0000,0.0007,0.0018,0.0004,0.0004,San Luis (AS)
24,Education,0.1526,0.1411,0.0532,0.0515,0.0000,0.0512,0.0339,0.0298,0.0127,San Luis (AS)
25,Health,0.0000,0.0365,0.2403,0.0523,0.0000,0.0037,0.1036,0.0049,0.004,San Luis (AS)
26,LGU Investment,0.3704,0.0000,0.0000,0.5231,0.0000,0.3047,0.1423,0.0154,0.0,San Luis (AS)
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0031,0.0,San Luis (AS)
28,Information Technology Capacity,0.0000,0.1307,0.4928,0.2579,0.0000,0.1230,0.2679,0.1364,0.0176,San Luis (AS)
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0391,0.0000,0.0,San Luis (AS)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4487,2.4872,2.4773,1.9394,San Luis (AS)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.5000,2.4737,1.9995,San Luis (AS)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.2500,2.5000,1.2542,1.002,San Luis (AS)
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,0.0018,1.0012,San Luis (AS)
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.2166,0.1362,0.0290,0.0,San Luis (AS)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,San Luis (AS)
36,Emergency Infrastructure,-,-,-,0.4490,0.0000,0.4655,0.4785,0.0314,0.0191,San Luis (AS)
37,Utilities,-,-,-,1.0443,0.0000,1.5637,1.8776,1.1360,1.2375,San Luis (AS)
38,Employed Population,-,-,-,0.1403,0.0000,0.0140,0.0153,0.0140,0.0102,San Luis (AS)
39,Sanitary System,-,-,-,1.0100,0.0000,1.0051,1.0011,1.2500,1.0,San Luis (AS)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,San Luis (AS)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,San Luis (AS)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,San Luis (AS)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,San Luis (AS)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,San Luis (AS)
45,Internet Capability,-,-,-,-,-,-,-,-,0.0095,San Luis (AS)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0001,San Luis (AS)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,San Luis (AS)
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,San Luis (AS)
49,New Technology,-,-,-,-,-,-,-,-,0.0,San Luis (AS)
