,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.1731,0.0178,0.0149,0.0017,0.0007,0.0003,0.0010,0.0017,0.0015,Sibagat
1,Local Economy Growth,0.4485,0.3348,0.0705,0.0169,0.0105,0.0041,0.3332,0.0026,0.0,Sibagat
2,Active Establishments in the Locality,-,-,-,0.0209,0.0432,0.0272,0.0407,0.0486,0.0185,Sibagat
3,Safety Compliant Business,-,-,-,0.0251,0.0837,0.0624,0.0408,0.0285,0.0,Sibagat
4,Employment Generation,0.0179,0.0088,0.0219,0.0146,0.0176,0.0282,0.0300,0.0194,0.0204,Sibagat
5,Cost of Living,3.2088,2.4709,1.0833,1.6216,1.5741,1.5873,1.7241,1.7813,1.8269,Sibagat
6,Cost of Doing Business,3.4514,2.9211,3.2571,2.1124,2.0264,1.9034,2.2611,2.1403,1.7588,Sibagat
7,Financial Deepening,0.0466,0.0921,0.1812,0.0631,0.0184,0.0532,0.0631,0.0657,0.0693,Sibagat
8,Productivity,0.0288,0.0034,0.0011,0.0025,0.0006,0.0001,0.0125,0.0136,0.0111,Sibagat
9,Presence of Business and Professional Organizations,0.0538,0.1102,0.0710,0.0258,0.0185,0.0496,0.4174,0.4030,0.062,Sibagat
10,Compliance to National Directives,3.3333,3.3333,2.2222,2.4038,0.0000,2.4500,2.3864,2.4405,2.0,Sibagat
11,Presence of Investment Promotion Unit,3.3333,3.3333,2.5000,1.8750,0.0000,2.5000,2.5000,2.5000,1.9744,Sibagat
12,Compliance to ARTA Citizens Charter,-,2.4247,1.4985,2.2840,0.0000,2.2880,2.4214,2.0392,2.0,Sibagat
13,Capacity to Generate Local Resource,0.0208,0.5647,0.2872,0.4575,0.0000,0.0179,0.0712,0.0023,0.0012,Sibagat
14,Capacity of Health Services,0.0241,0.0489,0.0353,0.0467,0.0000,0.0782,0.0332,0.0688,0.0014,Sibagat
15,Capacity of School Services,0.3315,0.5294,0.4218,0.1456,0.0000,0.1719,0.0700,0.0295,0.003,Sibagat
16,Recognition of Performance,0.4545,0.6349,0.2886,0.1456,0.0000,0.2787,0.0560,0.0184,0.0864,Sibagat
17,Getting Business Permits,-,-,0.0000,1.2061,0.0000,1.6492,1.6437,2.1417,2.0,Sibagat
18,Peace and Order,0.5861,0.0632,0.0685,0.7473,0.0000,0.0096,0.0108,0.0283,0.0001,Sibagat
19,Social Protection,-,-,0.2739,0.0939,0.0000,0.1247,0.1313,0.1017,0.0014,Sibagat
20,Road Network,0.0041,0.0011,0.0009,0.0000,0.0000,0.0737,0.0030,0.1296,0.0,Sibagat
21,Distance to Ports,3.1118,3.0407,2.9753,2.2879,0.0000,2.4172,2.4989,2.4401,1.9211,Sibagat
22,Availability of Basic Utilities,3.3333,3.3333,3.1250,2.5000,0.0000,1.7232,1.6490,0.0000,0.0043,Sibagat
23,Transportation Vehicles,0.0165,0.0386,0.0674,0.0544,0.0000,0.0069,0.0115,0.0091,0.009,Sibagat
24,Education,0.1689,0.1592,0.0351,0.0556,0.0000,0.0738,0.0506,0.0212,0.0119,Sibagat
25,Health,0.0000,0.0618,0.3155,0.0150,0.0000,0.0074,0.1098,0.0041,0.0062,Sibagat
26,LGU Investment,0.0000,0.6592,0.5367,0.5278,0.0000,0.2661,0.1423,0.0117,0.0013,Sibagat
27,Accommodation Capacity,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0284,0.0000,0.0608,Sibagat
28,Information Technology Capacity,0.7232,0.5178,0.8744,0.8031,0.0000,0.2193,0.2563,0.2273,0.0176,Sibagat
29,Financial Technology Capacity,0.0000,0.0000,0.0000,0.0231,0.0000,0.0240,0.0195,0.0631,0.0259,Sibagat
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4318,2.0,Sibagat
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.0370,2.4211,1.9998,Sibagat
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2583,0.006,Sibagat
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2591,1.0236,Sibagat
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1627,0.1161,0.0198,0.0,Sibagat
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Sibagat
36,Emergency Infrastructure,-,-,-,0.9265,0.0000,0.4881,0.4749,0.2437,0.3795,Sibagat
37,Utilities,-,-,-,1.1070,0.0000,1.8923,1.8858,1.2818,1.5274,Sibagat
38,Employed Population,-,-,-,0.1190,0.0000,0.0067,0.0205,0.1085,0.079,Sibagat
39,Sanitary System,-,-,-,1.0149,0.0000,1.9831,1.9885,1.8751,1.5001,Sibagat
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0005,Sibagat
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0014,Sibagat
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sibagat
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.004,Sibagat
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Sibagat
45,Internet Capability,-,-,-,-,-,-,-,-,1.0095,Sibagat
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.022,Sibagat
47,Online Payment Facilities,-,-,-,-,-,-,-,-,2.0,Sibagat
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Sibagat
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sibagat
