,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.2170,0.0423,0.0993,0.0766,0.0166,0.0033,0.0084,0.0345,0.0092,Isabel
1,Local Economy Growth,0.4134,0.0934,0.1423,0.3580,0.0042,0.0000,0.3306,0.0024,0.0,Isabel
2,Active Establishments in the Locality,-,-,-,0.0000,0.2083,1.3827,0.1735,0.1539,0.1553,Isabel
3,Safety Compliant Business,-,-,-,0.0836,0.1380,0.0925,0.1121,0.1130,0.0,Isabel
4,Employment Generation,0.0000,0.0000,0.1031,0.0277,0.1300,0.1363,0.1435,0.1801,0.1095,Isabel
5,Cost of Living,3.1130,0.0000,3.0000,1.6554,1.0185,1.0714,0.7759,1.9688,1.7596,Isabel
6,Cost of Doing Business,3.2464,3.1825,2.6915,2.3026,0.9983,2.1909,2.2993,2.1313,1.9041,Isabel
7,Financial Deepening,0.5354,0.5295,0.6341,0.5051,0.0000,0.1784,0.1122,0.0880,0.0752,Isabel
8,Productivity,0.0000,0.0000,0.0000,0.0715,0.0016,0.0007,0.1259,0.1769,0.0933,Isabel
9,Presence of Business and Professional Organizations,0.0280,0.4167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Isabel
10,Compliance to National Directives,2.5000,2.5000,3.3041,2.4038,0.0000,2.3500,2.3864,2.4405,1.9643,Isabel
11,Presence of Investment Promotion Unit,0.0000,0.0000,0.0000,1.8750,0.0000,2.5000,2.5000,0.0000,1.3334,Isabel
12,Compliance to ARTA Citizens Charter,-,2.3749,1.6056,2.3412,0.0000,1.9504,2.3654,1.3465,2.0,Isabel
13,Capacity to Generate Local Resource,0.0000,0.0000,0.9714,0.0924,0.0000,0.0003,0.0003,0.0059,0.0029,Isabel
14,Capacity of Health Services,0.2002,0.1090,0.1130,0.0455,0.0000,0.0513,0.0305,0.0803,0.0015,Isabel
15,Capacity of School Services,0.4410,0.0000,0.0000,0.2146,0.0000,0.2114,0.1100,0.0373,0.0058,Isabel
16,Recognition of Performance,0.3030,0.0000,0.0000,0.2146,0.0000,0.0595,0.0023,0.0000,0.0,Isabel
17,Getting Business Permits,-,-,0.0000,1.3896,0.0000,1.5686,1.6576,0.8605,2.0,Isabel
18,Peace and Order,0.4832,0.0544,0.0330,0.0000,0.0000,0.0024,0.0024,0.0295,0.0,Isabel
19,Social Protection,-,-,0.0068,0.1910,0.0000,0.1882,0.1982,0.3464,0.0015,Isabel
20,Road Network,0.0084,0.0017,0.0006,0.0017,0.0000,0.0092,0.0001,0.0220,0.0005,Isabel
21,Distance to Ports,3.0429,3.2476,2.2206,2.4925,0.0000,2.4907,2.4883,2.4890,0.0,Isabel
22,Availability of Basic Utilities,3.3333,3.3333,3.3333,2.5000,0.0000,1.2560,2.3438,2.4286,0.0,Isabel
23,Transportation Vehicles,0.0155,0.0326,0.0519,0.1069,0.0000,0.0934,0.1737,0.0366,0.0178,Isabel
24,Education,0.4358,0.5252,0.0884,0.1115,0.0000,0.1201,0.0952,0.1127,0.0718,Isabel
25,Health,0.1720,0.1807,0.1815,0.1621,0.0000,0.1015,0.0946,0.0995,0.1043,Isabel
26,LGU Investment,1.1265,0.0000,0.1086,0.1695,0.0000,0.1871,0.0842,0.0064,0.0,Isabel
27,Accommodation Capacity,0.2014,0.0831,0.0125,0.0410,0.0000,0.0568,0.0715,0.0000,0.0,Isabel
28,Information Technology Capacity,0.0000,1.4781,0.3333,0.3799,0.0000,0.3489,0.3786,0.0455,0.0088,Isabel
29,Financial Technology Capacity,0.1004,0.1164,0.1434,0.2093,0.0000,0.0937,0.1352,0.0871,0.0517,Isabel
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4744,2.4744,2.4773,1.9848,Isabel
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.3611,2.4737,1.9998,Isabel
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.7500,2.5000,1.2542,1.002,Isabel
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,0.0000,1.2610,1.0074,Isabel
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.1627,0.1045,0.0000,0.0,Isabel
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Isabel
36,Emergency Infrastructure,-,-,-,0.8945,0.0000,0.6352,0.0373,0.2774,0.3842,Isabel
37,Utilities,-,-,-,0.9745,0.0000,1.8529,1.8536,0.9994,0.9999,Isabel
38,Employed Population,-,-,-,0.1626,0.0000,0.1462,0.0046,0.0090,0.0065,Isabel
39,Sanitary System,-,-,-,1.1500,0.0000,1.5154,1.4592,0.6253,1.0002,Isabel
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Isabel
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Isabel
42,STEM graduates,-,-,-,-,-,-,-,-,0.0176,Isabel
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0052,Isabel
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Isabel
45,Internet Capability,-,-,-,-,-,-,-,-,1.0048,Isabel
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Isabel
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Isabel
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Isabel
49,New Technology,-,-,-,-,-,-,-,-,0.0,Isabel
