,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3276,0.1375,0.1661,0.0316,0.0662,0.0079,0.0153,0.0622,0.0283,Bacnotan
1,Local Economy Growth,0.3269,0.6076,0.1840,0.0008,0.0137,0.0008,0.3302,0.0026,0.0,Bacnotan
2,Active Establishments in the Locality,-,-,-,0.0000,0.3154,0.1612,0.2546,0.3273,0.3073,Bacnotan
3,Safety Compliant Business,-,-,-,0.0017,0.2702,0.2409,0.1896,0.1903,0.0,Bacnotan
4,Employment Generation,0.0000,0.2019,0.1747,0.0000,0.0831,0.1448,0.1163,0.2875,0.1077,Bacnotan
5,Cost of Living,0.0000,3.4399,3.0000,1.6554,1.8981,1.5873,1.5517,1.6250,1.8558,Bacnotan
6,Cost of Doing Business,0.0000,2.5315,3.1404,2.0238,2.2512,2.1974,2.2780,2.3630,1.5345,Bacnotan
7,Financial Deepening,0.5819,0.6215,0.7699,0.2525,0.0828,0.2410,0.2583,0.2441,0.2643,Bacnotan
8,Productivity,0.0000,0.0159,0.0074,0.0000,0.0136,0.0030,0.0869,0.1300,0.0812,Bacnotan
9,Presence of Business and Professional Organizations,0.0000,0.0527,0.0340,0.0236,0.0017,0.0170,0.0519,0.2563,0.0508,Bacnotan
10,Compliance to National Directives,1.6667,3.3333,3.2456,2.3077,0.0000,2.4500,2.4621,2.4405,1.9643,Bacnotan
11,Presence of Investment Promotion Unit,0.0000,3.3333,3.3333,1.8750,0.0000,2.5000,2.5000,2.5000,1.9744,Bacnotan
12,Compliance to ARTA Citizens Charter,-,2.6646,2.1952,2.3078,0.0000,2.3725,2.4698,2.2444,2.0,Bacnotan
13,Capacity to Generate Local Resource,1.7836,1.0817,1.8641,0.8907,0.0000,0.1099,0.2796,0.0373,0.0086,Bacnotan
14,Capacity of Health Services,0.0000,0.2253,0.3399,0.1519,0.0000,0.0555,0.0740,0.2078,0.0044,Bacnotan
15,Capacity of School Services,0.0000,0.6930,0.4910,0.1971,0.0000,0.1651,0.0758,0.0454,0.0,Bacnotan
16,Recognition of Performance,0.0000,0.7143,0.0505,0.1971,0.0000,0.4843,0.1369,0.3143,0.8963,Bacnotan
17,Getting Business Permits,-,-,1.1111,1.9378,0.0000,1.6446,2.4876,2.1402,2.0,Bacnotan
18,Peace and Order,0.0000,0.0954,0.0900,0.4107,0.0000,0.0144,0.0120,0.0378,0.0001,Bacnotan
19,Social Protection,-,-,0.2341,0.4050,0.0000,0.3828,0.2036,0.1642,0.0013,Bacnotan
20,Road Network,0.0000,0.0019,0.0020,0.0014,0.0000,0.0112,0.0001,0.0170,0.0008,Bacnotan
21,Distance to Ports,0.0000,3.2063,3.1793,2.3943,0.0000,2.4325,2.4587,2.1065,1.6734,Bacnotan
22,Availability of Basic Utilities,0.0000,3.3333,3.3333,2.5000,0.0000,1.8767,1.8813,1.8812,0.0046,Bacnotan
23,Transportation Vehicles,0.0000,0.0703,0.1433,0.0706,0.0000,0.0274,0.0209,0.0332,0.0141,Bacnotan
24,Education,0.1458,0.2585,0.0698,0.0975,0.0000,0.0586,0.0447,0.1203,0.2559,Bacnotan
25,Health,0.1402,0.1304,0.1593,0.1040,0.0000,0.1089,0.1325,0.1808,0.1826,Bacnotan
26,LGU Investment,0.7485,0.0000,0.0000,0.0000,0.0000,0.2026,0.1236,0.0155,0.0003,Bacnotan
27,Accommodation Capacity,0.0358,0.0000,0.0000,0.0000,0.0000,0.0058,0.0098,0.0098,0.0316,Bacnotan
28,Information Technology Capacity,0.0000,0.5103,0.3816,0.3569,0.0000,0.3155,0.3042,0.4091,0.1145,Bacnotan
29,Financial Technology Capacity,0.0844,0.0767,0.0710,0.0497,0.0000,0.1368,0.1547,0.1788,0.069,Bacnotan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4773,1.9848,Bacnotan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.5000,2.4737,1.9998,Bacnotan
32,Annual Disaster Drill,-,-,-,0.0000,0.0000,2.2500,2.5000,1.2583,1.02,Bacnotan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.5132,1.1948,Bacnotan
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.1431,0.1124,0.0215,0.0,Bacnotan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Bacnotan
36,Emergency Infrastructure,-,-,-,0.8456,0.0000,0.5529,0.5920,0.3506,0.56,Bacnotan
37,Utilities,-,-,-,0.9722,0.0000,1.8943,1.8937,1.3099,1.5206,Bacnotan
38,Employed Population,-,-,-,0.0000,0.0000,0.2289,0.3579,0.5025,0.4323,Bacnotan
39,Sanitary System,-,-,-,1.5000,0.0000,2.0082,1.9982,1.8753,1.5002,Bacnotan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.2745,Bacnotan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Bacnotan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Bacnotan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0029,Bacnotan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Bacnotan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0619,Bacnotan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0127,Bacnotan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Bacnotan
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Bacnotan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Bacnotan
