,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0414,0.0003,0.0009,0.0016,0.0088,0.0020,0.0145,Besao
1,Local Economy Growth,-,-,0.0707,0.0114,0.0015,0.0014,0.0318,0.0057,0.0,Besao
2,Active Establishments in the Locality,-,-,-,0.1025,0.0014,0.0810,0.2026,0.2880,0.2278,Besao
3,Safety Compliant Business,-,-,-,0.0794,0.0474,0.0848,0.2212,0.2238,0.1316,Besao
4,Employment Generation,-,-,0.0456,0.0427,0.0258,0.0174,0.1853,0.0788,0.1236,Besao
5,Cost of Living,-,-,1.1667,0.5172,1.5278,2.2500,0.8607,1.5625,1.0526,Besao
6,Cost of Doing Business,-,-,2.8396,1.3934,1.2903,1.9510,2.2034,2.2697,1.5806,Besao
7,Financial Deepening,-,-,0.3086,0.1058,0.0126,0.0156,0.0903,0.0545,0.0186,Besao
8,Productivity,-,-,0.0050,0.0005,0.0028,0.0050,0.1125,0.0487,0.0598,Besao
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0010,0.0000,0.0009,0.0519,0.0034,0.0211,Besao
10,Compliance to National Directives,-,-,2.1212,2.3684,0.0000,2.4981,2.5000,2.4405,1.8636,Besao
11,Presence of Investment Promotion Unit,-,-,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9994,Besao
12,Compliance to ARTA Citizens Charter,-,-,0.4923,0.0000,0.0000,2.3627,2.4031,1.2500,2.0,Besao
13,Capacity to Generate Local Resource,-,-,0.9482,0.7487,0.0000,0.0081,0.0355,0.0036,0.002,Besao
14,Capacity of Health Services,-,-,0.1598,0.0756,0.0000,0.0749,0.3005,0.1748,0.0011,Besao
15,Capacity of School Services,-,-,0.6679,0.3301,0.0000,0.1425,0.1309,0.0350,0.028,Besao
16,Recognition of Performance,-,-,0.4135,0.3301,0.0000,0.0980,0.0596,0.0000,0.1389,Besao
17,Getting Business Permits,-,-,0.0000,1.5454,0.0000,2.4382,1.6357,2.1588,2.0,Besao
18,Peace and Order,-,-,0.5752,0.6739,0.0000,0.2995,0.6798,0.3125,0.0002,Besao
19,Social Protection,-,-,0.0368,0.3167,0.0000,0.1683,0.0557,0.4311,2.0,Besao
20,Road Network,-,-,0.0007,0.0003,0.0000,0.1007,0.0141,0.0706,0.0,Besao
21,Distance to Ports,-,-,2.7669,2.2421,0.0000,1.8491,1.7263,1.5122,1.1178,Besao
22,Availability of Basic Utilities,-,-,1.6667,1.2500,0.0000,2.4813,2.4813,2.4688,0.4715,Besao
23,Transportation Vehicles,-,-,0.0166,0.0084,0.0000,0.0017,0.0020,0.0103,0.0057,Besao
24,Education,-,-,0.2074,0.1108,0.0000,0.0390,0.0809,0.2111,0.133,Besao
25,Health,-,-,0.4378,0.3033,0.0000,0.0702,0.2199,0.2335,0.3822,Besao
26,LGU Investment,-,-,0.2884,0.1750,0.0000,0.0536,0.2694,0.2965,0.0033,Besao
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Besao
28,Information Technology Capacity,-,-,0.7249,0.1984,0.0000,0.2388,0.3125,0.3571,0.25,Besao
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.2500,0.2607,0.0952,Besao
30,Land Use Plan,-,-,-,0.0000,0.0000,0.0000,2.5000,2.4808,1.9583,Besao
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4537,2.4167,2.4762,1.9993,Besao
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,0.0000,1.0106,Besao
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2879,1.0758,Besao
34,Budget for DRRMP,-,-,-,0.0021,0.0000,0.0908,0.2440,0.0092,0.0013,Besao
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Besao
36,Emergency Infrastructure,-,-,-,0.8834,0.0000,0.4729,0.6355,0.3010,0.5016,Besao
37,Utilities,-,-,-,0.9976,0.0000,1.8739,1.8702,1.2896,1.4941,Besao
38,Employed Population,-,-,-,0.0630,0.0000,0.0549,0.3144,0.1259,0.1007,Besao
39,Sanitary System,-,-,-,1.0000,0.0000,1.0000,1.0000,1.8750,1.5,Besao
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Besao
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0001,Besao
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Besao
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0389,Besao
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Besao
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Besao
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Besao
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Besao
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Besao
49,New Technology,-,-,-,-,-,-,-,-,0.0,Besao
