,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.0977,0.0004,0.0055,0.0083,0.0000,0.0000,0.0016,Balatan
1,Local Economy Growth,-,-,0.1042,0.0013,0.0724,0.0000,0.0000,0.0000,0.737,Balatan
2,Active Establishments in the Locality,-,-,-,0.0000,0.0022,0.1037,0.0000,0.2239,0.1697,Balatan
3,Safety Compliant Business,-,-,-,0.0664,0.0538,0.1011,0.0000,0.1463,0.1053,Balatan
4,Employment Generation,-,-,0.0431,0.0000,0.0144,0.0360,0.0000,0.1515,0.2417,Balatan
5,Cost of Living,-,-,3.2500,1.0776,2.1759,1.2500,0.6771,0.0938,1.9983,Balatan
6,Cost of Doing Business,-,-,1.7961,2.1013,2.0577,1.9069,2.1536,2.3126,1.9089,Balatan
7,Financial Deepening,-,-,0.0772,0.1058,0.0503,0.0660,0.1443,0.0479,0.0153,Balatan
8,Productivity,-,-,0.0558,0.0000,0.0316,0.0138,0.0000,0.0937,0.0819,Balatan
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Balatan
10,Compliance to National Directives,-,-,3.2323,2.2697,0.0000,2.4957,2.2500,2.4643,1.9231,Balatan
11,Presence of Investment Promotion Unit,-,-,0.0000,0.0000,0.0000,2.5000,2.5000,0.6250,0.0,Balatan
12,Compliance to ARTA Citizens Charter,-,-,2.0885,2.3412,0.0000,2.2251,2.3914,2.1569,2.0,Balatan
13,Capacity to Generate Local Resource,-,-,0.5287,0.0000,0.0000,0.0135,0.0000,0.0099,0.0131,Balatan
14,Capacity of Health Services,-,-,0.0381,0.0392,0.0000,0.0148,0.0108,0.0297,0.0024,Balatan
15,Capacity of School Services,-,-,0.0704,0.0532,0.0000,0.4574,0.0878,0.0216,0.0077,Balatan
16,Recognition of Performance,-,-,0.3258,0.0532,0.0000,0.1389,0.0000,0.0000,0.0,Balatan
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,2.0896,2.2183,1.8654,0.5,Balatan
18,Peace and Order,-,-,0.0901,0.2264,0.0000,0.2419,0.3444,0.0985,0.0002,Balatan
19,Social Protection,-,-,0.0000,0.3119,0.0000,0.6977,0.6085,0.0035,0.0,Balatan
20,Road Network,-,-,0.0000,0.0000,0.0000,0.0501,0.0000,0.0423,0.0013,Balatan
21,Distance to Ports,-,-,2.0527,2.4507,0.0000,2.3991,2.3391,0.0000,1.9985,Balatan
22,Availability of Basic Utilities,-,-,2.2222,2.5000,0.0000,1.7889,1.5389,1.9000,0.3493,Balatan
23,Transportation Vehicles,-,-,0.0032,0.0411,0.0000,0.0035,0.0062,0.0468,0.0005,Balatan
24,Education,-,-,0.0000,0.1584,0.0000,0.0631,0.0465,0.0637,0.0785,Balatan
25,Health,-,-,0.0824,0.0649,0.0000,0.0867,0.0789,0.0611,0.0041,Balatan
26,LGU Investment,-,-,0.6705,0.0000,0.0000,0.0702,0.0000,0.1002,0.0009,Balatan
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0146,Balatan
28,Information Technology Capacity,-,-,0.5026,0.6151,0.0000,0.2054,0.5185,0.0543,0.1739,Balatan
29,Financial Technology Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Balatan
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4615,2.4615,2.4429,1.9865,Balatan
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.3611,1.5000,2.0,Balatan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,0.0000,0.0000,0.0000,0.0,Balatan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2500,1.0059,Balatan
34,Budget for DRRMP,-,-,-,0.0001,0.0000,0.1318,0.0000,0.0025,0.0,Balatan
35,Local Risk Assessments,-,-,-,2.5000,0.0000,1.2500,1.2500,2.5000,2.0,Balatan
36,Emergency Infrastructure,-,-,-,0.8333,0.0000,0.4735,0.4718,0.2513,0.3852,Balatan
37,Utilities,-,-,-,0.9722,0.0000,1.5645,1.5633,1.2506,1.4994,Balatan
38,Employed Population,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0096,0.0016,Balatan
39,Sanitary System,-,-,-,0.0000,0.0000,2.1311,1.9963,1.8750,1.5,Balatan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Balatan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Balatan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Balatan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Balatan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Balatan
45,Internet Capability,-,-,-,-,-,-,-,-,1.0,Balatan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Balatan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Balatan
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Balatan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Balatan
