,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0000,0.0003,0.0031,0.0043,0.0037,Boliney
1,Local Economy Growth,-,-,-,0.0000,0.0000,0.0039,0.0317,0.0082,0.0,Boliney
2,Active Establishments in the Locality,-,-,-,0.0000,0.0001,0.0255,0.0263,0.0855,0.0624,Boliney
3,Safety Compliant Business,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
4,Employment Generation,-,-,-,0.0000,0.0014,0.0074,0.0978,0.0289,0.0387,Boliney
5,Cost of Living,-,-,-,1.1638,1.9444,2.2500,0.6967,1.6250,1.8421,Boliney
6,Cost of Doing Business,-,-,-,0.6975,0.6031,1.3837,2.2518,2.0395,1.3134,Boliney
7,Financial Deepening,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
8,Productivity,-,-,-,0.0000,0.0014,0.0075,0.0286,0.0083,0.0179,Boliney
9,Presence of Business and Professional Organizations,-,-,-,0.0049,0.0033,0.0009,0.0027,0.0051,0.0185,Boliney
10,Compliance to National Directives,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.9545,Boliney
11,Presence of Investment Promotion Unit,-,-,-,0.0000,0.0000,1.2500,1.2500,1.2500,0.6667,Boliney
12,Compliance to ARTA Citizens Charter,-,-,-,0.0000,0.0000,0.0000,1.2500,1.2500,1.0,Boliney
13,Capacity to Generate Local Resource,-,-,-,0.0862,0.0000,0.0001,0.0009,0.0086,0.0001,Boliney
14,Capacity of Health Services,-,-,-,0.0640,0.0000,0.0242,0.0795,0.0379,0.0002,Boliney
15,Capacity of School Services,-,-,-,0.0000,0.0000,0.0304,0.0171,0.0071,0.0185,Boliney
16,Recognition of Performance,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
17,Getting Business Permits,-,-,-,1.4679,0.0000,1.5613,1.6155,1.1871,0.0,Boliney
18,Peace and Order,-,-,-,0.5942,0.0000,0.1728,0.5482,0.2917,0.4038,Boliney
19,Social Protection,-,-,-,0.0690,0.0000,0.1096,0.0334,0.2526,0.1333,Boliney
20,Road Network,-,-,-,0.0000,0.0000,0.1534,0.0072,0.0051,0.0,Boliney
21,Distance to Ports,-,-,-,0.7960,0.0000,1.9605,1.9201,1.6052,1.153,Boliney
22,Availability of Basic Utilities,-,-,-,2.5000,0.0000,2.4250,2.4250,2.4250,0.4632,Boliney
23,Transportation Vehicles,-,-,-,0.0000,0.0000,0.0000,0.0001,0.0003,0.001,Boliney
24,Education,-,-,-,0.0112,0.0000,0.0017,0.0078,0.0151,0.0111,Boliney
25,Health,-,-,-,0.0164,0.0000,0.0131,0.0155,0.0190,0.0152,Boliney
26,LGU Investment,-,-,-,0.0000,0.0000,0.0512,0.1773,0.2685,0.0014,Boliney
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
28,Information Technology Capacity,-,-,-,0.1190,0.0000,0.0833,0.2083,0.1786,0.125,Boliney
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
30,Land Use Plan,-,-,-,0.0000,0.0000,0.0000,0.0000,0.5000,0.0,Boliney
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.4167,2.4762,1.4998,Boliney
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.3214,1.2544,1.0106,Boliney
33,Early Warning System,-,-,-,0.0000,0.0000,2.5000,2.5000,1.2595,1.0152,Boliney
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0467,0.2011,0.0039,0.0008,Boliney
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,2.0,Boliney
36,Emergency Infrastructure,-,-,-,0.4167,0.0000,0.0072,0.0210,0.0151,0.0127,Boliney
37,Utilities,-,-,-,0.9722,0.0000,1.8660,1.7737,1.2809,1.4735,Boliney
38,Employed Population,-,-,-,0.0178,0.0000,0.0000,0.0000,0.0000,0.0,Boliney
39,Sanitary System,-,-,-,0.0000,0.0000,1.0000,1.0000,1.2500,1.0,Boliney
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Boliney
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Boliney
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Boliney
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Boliney
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Boliney
45,Internet Capability,-,-,-,-,-,-,-,-,0.02,Boliney
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Boliney
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Boliney
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Boliney
49,New Technology,-,-,-,-,-,-,-,-,0.0,Boliney
