,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.3790,0.2845,0.0018,0.0111,0.0074,0.0249,0.0142,0.0038,Pilar (BL)
1,Local Economy Growth,-,0.3906,0.1185,0.0045,0.0025,0.0017,1.0334,0.0009,0.0017,Pilar (BL)
2,Active Establishments in the Locality,-,-,-,0.0502,0.0028,0.1367,0.2900,0.2136,0.1918,Pilar (BL)
3,Safety Compliant Business,-,-,-,0.1339,0.3888,0.2250,0.3166,0.3418,0.2879,Pilar (BL)
4,Employment Generation,-,0.4088,0.0817,0.0920,0.0357,0.1089,0.0840,0.0305,0.0608,Pilar (BL)
5,Cost of Living,-,3.2051,2.9167,0.5603,1.8981,1.2500,1.9271,2.2500,1.9993,Pilar (BL)
6,Cost of Doing Business,-,3.3908,3.4801,1.9799,2.0430,2.0980,2.1609,2.2294,1.9033,Pilar (BL)
7,Financial Deepening,-,0.5650,1.9290,0.2116,0.0629,0.1517,0.2378,0.2297,0.1069,Pilar (BL)
8,Productivity,-,0.0296,0.0217,0.0015,0.0123,0.0295,0.0344,0.0382,0.0348,Pilar (BL)
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0108,0.0120,0.0093,0.0106,0.0015,0.0011,Pilar (BL)
10,Compliance to National Directives,-,2.0000,2.7407,2.3684,0.0000,2.4994,2.4643,2.3929,1.8462,Pilar (BL)
11,Presence of Investment Promotion Unit,-,1.6667,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,1.9964,Pilar (BL)
12,Compliance to ARTA Citizens Charter,-,3.0387,1.5426,2.3527,0.0000,2.4155,2.4968,2.3957,2.0,Pilar (BL)
13,Capacity to Generate Local Resource,-,1.7386,0.8330,0.2396,0.0000,0.0299,0.0461,0.0263,0.0246,Pilar (BL)
14,Capacity of Health Services,-,0.0719,0.1750,0.1802,0.0000,0.0484,0.0698,0.0567,0.0275,Pilar (BL)
15,Capacity of School Services,-,0.2529,0.3549,0.1371,0.0000,0.4296,0.0843,0.1068,0.1241,Pilar (BL)
16,Recognition of Performance,-,0.2778,0.3258,0.1371,0.0000,0.0980,0.1250,0.1283,0.0,Pilar (BL)
17,Getting Business Permits,-,-,1.1111,2.3590,0.0000,2.3622,2.4035,1.8654,1.5,Pilar (BL)
18,Peace and Order,-,0.1466,0.0852,0.1609,0.0000,0.1843,0.2806,0.0862,0.0002,Pilar (BL)
19,Social Protection,-,-,0.0870,0.5402,0.0000,1.4734,0.9802,0.1454,1.2534,Pilar (BL)
20,Road Network,-,0.0003,0.0045,0.0017,0.0000,0.1010,0.0007,0.0869,0.0007,Pilar (BL)
21,Distance to Ports,-,2.9482,2.9897,2.4076,0.0000,2.2312,2.1768,2.1216,1.9082,Pilar (BL)
22,Availability of Basic Utilities,-,2.6360,2.6389,2.4635,0.0000,2.3091,2.0738,2.3256,0.4075,Pilar (BL)
23,Transportation Vehicles,-,0.0388,0.0789,0.0648,0.0000,0.0035,0.0034,0.0054,0.0009,Pilar (BL)
24,Education,-,0.2394,0.1976,0.2020,0.0000,0.1055,0.0785,0.3705,0.2719,Pilar (BL)
25,Health,-,0.0253,0.2955,0.2099,0.0000,0.1033,0.0632,0.0965,0.0701,Pilar (BL)
26,LGU Investment,-,0.6073,2.1227,0.0468,0.0000,0.0717,0.0554,0.0988,0.0002,Pilar (BL)
27,Accommodation Capacity,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Pilar (BL)
28,Information Technology Capacity,-,0.6709,1.3651,0.5655,0.0000,0.3027,0.7407,0.3804,0.2174,Pilar (BL)
29,Financial Technology Capacity,-,0.2381,0.2381,0.3125,0.0000,0.1087,0.2813,0.1587,0.0909,Pilar (BL)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4714,1.7838,Pilar (BL)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.3611,2.3611,2.4853,1.9993,Pilar (BL)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.3214,2.5000,1.2582,1.0005,Pilar (BL)
