,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0000,0.0014,0.0025,0.0033,0.0025,0.0340,0.0042,0.1236,Escalante
1,Local Economy Growth,-,0.0000,0.0000,0.0574,0.0839,0.0431,0.5743,0.0362,0.4073,Escalante
2,Active Establishments in the Locality,-,-,-,0.0943,0.1081,0.0883,0.0553,0.0818,0.1045,Escalante
3,Safety Compliant Business,-,-,-,0.0678,0.0445,0.0283,0.0773,0.0049,0.0584,Escalante
4,Employment Generation,-,0.0000,0.0625,0.0000,0.0142,0.0217,0.0254,0.0703,0.005,Escalante
5,Cost of Living,-,2.7627,2.0000,1.0345,2.1429,0.8730,1.3732,1.0390,0.9231,Escalante
6,Cost of Doing Business,-,1.7922,1.0261,0.7336,1.7775,1.9949,1.9474,1.9568,1.1485,Escalante
7,Financial Deepening,-,0.0000,0.3157,0.2000,0.1368,0.0594,0.0725,0.0759,0.1023,Escalante
8,Productivity,-,0.0000,0.1606,0.0000,0.0512,0.0162,0.0255,0.0455,0.1228,Escalante
9,Presence of Business and Professional Organizations,-,0.0000,0.0000,0.0000,0.0006,0.0005,0.0000,0.0000,0.0052,Escalante
10,Compliance to National Directives,-,3.0000,2.1569,2.5000,2.4306,2.3611,2.3438,2.5000,1.8571,Escalante
11,Presence of Investment Promotion Unit,-,3.3333,3.3333,0.6250,2.5000,2.5000,2.5000,2.5000,1.9048,Escalante
12,Compliance to ARTA Citizens Charter,-,0.0000,0.0000,1.6627,2.2451,2.0031,2.2850,1.4900,2.0,Escalante
13,Capacity to Generate Local Resource,-,0.0000,0.2326,0.0000,0.1086,0.0259,0.0554,0.0204,0.1235,Escalante
14,Capacity of Health Services,-,0.1351,0.0819,0.0326,0.0754,0.0314,0.0324,0.0289,0.0666,Escalante
15,Capacity of School Services,-,0.0000,0.1632,0.0000,0.4490,0.0683,0.1125,0.0538,0.1341,Escalante
16,Recognition of Performance,-,0.0000,1.0185,0.0000,0.0000,0.1922,0.1452,0.0189,0.04,Escalante
17,Getting Business Permits,-,-,1.3473,2.1775,1.9048,2.1213,1.8403,1.7497,1.5,Escalante
18,Peace and Order,-,0.2000,0.3540,0.1822,0.0821,0.0311,0.0716,0.0085,0.0001,Escalante
19,Social Protection,-,-,0.2274,0.1850,0.6205,0.1596,0.1438,0.1324,0.0009,Escalante
20,Road Network,-,0.0015,0.5634,0.0113,0.3170,0.1820,0.0260,0.0891,0.0043,Escalante
21,Distance to Ports,-,2.9102,2.9283,2.0952,2.0558,2.0114,1.9992,2.1238,1.6886,Escalante
22,Availability of Basic Utilities,-,0.0571,3.3333,0.0000,2.2917,1.8384,1.7277,1.7891,0.8118,Escalante
23,Transportation Vehicles,-,0.0000,0.0975,0.1123,0.0401,0.0497,0.0163,0.0311,0.0305,Escalante
24,Education,-,0.0000,0.4116,0.2798,0.4723,0.2149,0.1141,0.1677,0.1196,Escalante
25,Health,-,0.3112,0.0754,0.2418,0.1002,0.0947,0.0722,0.0727,0.0481,Escalante
26,LGU Investment,-,0.0000,0.0000,0.0000,0.1296,0.2374,0.1978,0.1530,0.0016,Escalante
27,Accommodation Capacity,-,0.0000,0.1101,0.0818,0.0858,0.0228,0.0119,0.0085,0.0058,Escalante
28,Information Technology Capacity,-,0.3549,0.6033,0.2078,0.7191,0.5541,0.6533,0.4167,0.0301,Escalante
29,Financial Technology Capacity,-,0.0748,0.0691,0.0448,0.0769,0.0552,0.0652,0.0397,0.0204,Escalante
30,Land Use Plan,-,-,-,0.0000,2.5000,2.4985,2.3636,2.3600,1.2857,Escalante
31,Disaster Risk Reduction Plan,-,-,-,0.0000,2.5000,2.4405,2.5000,2.1429,1.8889,Escalante
32,Annual Disaster Drill,-,-,-,2.5000,2.5000,2.2917,2.5000,0.0000,1.0194,Escalante
33,Early Warning System,-,-,-,2.5000,2.5000,2.5000,2.5000,1.2522,1.0024,Escalante
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.3264,0.1878,0.4585,0.0677,Escalante
35,Local Risk Assessments,-,-,-,1.2500,2.5000,2.5000,2.5000,1.2500,2.0,Escalante
36,Emergency Infrastructure,-,-,-,0.0282,0.8595,0.2568,0.4740,0.2530,0.3563,Escalante
37,Utilities,-,-,-,0.2778,1.5788,1.8260,1.8507,1.2343,1.4989,Escalante
38,Employed Population,-,-,-,0.0000,0.0090,0.0037,0.0003,0.0007,0.0009,Escalante
39,Sanitary System,-,-,-,1.0420,1.7630,1.2259,1.3974,1.2523,1.0008,Escalante
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Escalante
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Escalante
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Escalante
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Escalante
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Escalante
45,Internet Capability,-,-,-,-,-,-,-,-,1.0058,Escalante
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.016,Escalante
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Escalante
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Escalante
49,New Technology,-,-,-,-,-,-,-,-,0.0,Escalante
