,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0579,0.0537,0.0003,0.0012,0.0010,0.0070,0.0250,0.0088,Pilar (SN)
1,Local Economy Growth,-,0.4515,0.0610,0.0033,0.0024,0.0014,0.0315,0.0190,0.0,Pilar (SN)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0013,0.0722,0.2705,0.3227,0.2344,Pilar (SN)
3,Safety Compliant Business,-,-,-,0.0177,0.0464,0.0461,0.1856,0.3449,0.5256,Pilar (SN)
4,Employment Generation,-,0.2265,0.0532,0.0392,0.0219,0.0789,0.4103,0.1821,0.1822,Pilar (SN)
5,Cost of Living,-,3.6325,2.3333,1.0776,1.4352,1.7500,0.8197,1.6563,0.9737,Pilar (SN)
6,Cost of Doing Business,-,1.3652,2.0151,1.8913,1.6530,1.6159,2.1625,2.3291,1.5273,Pilar (SN)
7,Financial Deepening,-,0.0706,0.0772,0.0000,0.0084,0.0259,0.0231,0.0183,0.0158,Pilar (SN)
8,Productivity,-,0.0038,0.0018,0.0002,0.0012,0.0578,0.2275,0.0679,0.0881,Pilar (SN)
9,Presence of Business and Professional Organizations,-,0.0071,0.0130,0.0148,0.0164,0.0000,0.0194,0.0408,0.0317,Pilar (SN)
10,Compliance to National Directives,-,3.3333,3.2660,1.2500,0.0000,2.4944,2.5000,2.4405,1.9545,Pilar (SN)
11,Presence of Investment Promotion Unit,-,3.3333,0.0000,2.5000,0.0000,2.5000,2.5000,2.5000,0.0,Pilar (SN)
12,Compliance to ARTA Citizens Charter,-,2.6449,1.2182,2.3661,0.0000,2.3678,2.4374,2.1877,1.0,Pilar (SN)
13,Capacity to Generate Local Resource,-,0.9878,0.7482,0.7193,0.0000,0.0324,0.0664,0.0035,0.0028,Pilar (SN)
14,Capacity of Health Services,-,0.0540,0.0304,0.0640,0.0000,0.0484,0.1831,0.0900,0.0002,Pilar (SN)
15,Capacity of School Services,-,0.2083,0.1648,0.0980,0.0000,0.0935,0.0631,0.0220,0.012,Pilar (SN)
16,Recognition of Performance,-,0.6944,0.0000,0.0980,0.0000,0.0000,0.0000,0.0417,0.0,Pilar (SN)
17,Getting Business Permits,-,-,0.0000,2.2994,0.0000,2.1278,2.3438,1.3283,0.5,Pilar (SN)
18,Peace and Order,-,0.4508,0.4322,0.6513,0.0000,0.1728,0.4605,0.2083,0.0001,Pilar (SN)
19,Social Protection,-,-,0.0339,0.1548,0.0000,0.2397,0.0891,0.3235,0.0,Pilar (SN)
20,Road Network,-,0.0001,0.0025,0.0003,0.0000,0.0414,0.0051,0.0283,0.0,Pilar (SN)
21,Distance to Ports,-,3.0494,3.1749,2.3950,0.0000,2.4508,2.4000,2.4070,1.8422,Pilar (SN)
22,Availability of Basic Utilities,-,1.6667,1.6667,0.0000,0.0000,2.5000,2.5000,2.5000,0.0,Pilar (SN)
23,Transportation Vehicles,-,0.0831,0.0443,0.0056,0.0000,0.0086,0.0120,0.0218,0.0248,Pilar (SN)
24,Education,-,0.0396,0.0727,0.0460,0.0000,0.0000,0.0156,0.0442,0.033,Pilar (SN)
25,Health,-,0.0439,0.0000,0.0000,0.0000,0.0556,0.3539,0.3222,0.5534,Pilar (SN)
26,LGU Investment,-,0.0000,0.0000,0.1643,0.0000,0.0402,0.1380,0.2598,0.0025,Pilar (SN)
27,Accommodation Capacity,-,0.0000,0.8720,0.0000,0.0000,0.2598,0.1531,0.2083,0.2196,Pilar (SN)
28,Information Technology Capacity,-,0.7564,0.5026,0.3770,0.0000,0.1764,0.5833,1.0714,0.375,Pilar (SN)
29,Financial Technology Capacity,-,0.2381,0.2381,0.0000,0.0000,0.2649,0.0000,0.1303,0.0,Pilar (SN)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3846,2.4595,2.5000,1.9861,Pilar (SN)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.3333,1.8810,1.9998,Pilar (SN)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.5000,1.2588,1.0053,Pilar (SN)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2784,1.0455,Pilar (SN)
34,Budget for DRRMP,-,-,-,0.0023,0.0000,0.0731,0.1455,0.0039,0.0017,Pilar (SN)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Pilar (SN)
36,Emergency Infrastructure,-,-,-,0.8687,0.0000,0.4479,0.5428,0.2678,0.0829,Pilar (SN)
37,Utilities,-,-,-,1.0035,0.0000,1.8743,1.8603,1.0355,1.2497,Pilar (SN)
38,Employed Population,-,-,-,0.0509,0.0000,0.2023,0.4923,0.4179,0.0584,Pilar (SN)
39,Sanitary System,-,-,-,1.5429,0.0000,2.0212,1.5008,1.2527,1.0001,Pilar (SN)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
45,Internet Capability,-,-,-,-,-,-,-,-,1.06,Pilar (SN)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Pilar (SN)
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Pilar (SN)
