,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0007,0.0004,Kapatagan (LS)
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0009,Kapatagan (LS)
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0868,0.0353,Kapatagan (LS)
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0669,0.0464,Kapatagan (LS)
4,Employment Generation,-,-,-,-,-,-,-,0.0359,0.0358,Kapatagan (LS)
5,Cost of Living,-,-,-,-,-,-,-,1.6250,1.9993,Kapatagan (LS)
6,Cost of Doing Business,-,-,-,-,-,-,-,1.7811,1.9214,Kapatagan (LS)
7,Financial Deepening,-,-,-,-,-,-,-,0.0957,0.0248,Kapatagan (LS)
8,Productivity,-,-,-,-,-,-,-,0.0121,0.0097,Kapatagan (LS)
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0011,Kapatagan (LS)
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4643,1.9615,Kapatagan (LS)
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9997,Kapatagan (LS)
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,2.2126,1.0,Kapatagan (LS)
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0127,0.002,Kapatagan (LS)
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0257,0.0189,Kapatagan (LS)
15,Capacity of School Services,-,-,-,-,-,-,-,0.0300,0.0186,Kapatagan (LS)
16,Recognition of Performance,-,-,-,-,-,-,-,0.3225,0.2528,Kapatagan (LS)
17,Getting Business Permits,-,-,-,-,-,-,-,1.8655,1.0,Kapatagan (LS)
18,Peace and Order,-,-,-,-,-,-,-,0.0924,0.0003,Kapatagan (LS)
19,Social Protection,-,-,-,-,-,-,-,0.0310,0.7278,Kapatagan (LS)
20,Road Network,-,-,-,-,-,-,-,0.0235,0.0005,Kapatagan (LS)
21,Distance to Ports,-,-,-,-,-,-,-,2.2049,1.9512,Kapatagan (LS)
22,Availability of Basic Utilities,-,-,-,-,-,-,-,0.9792,0.3218,Kapatagan (LS)
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0206,0.0061,Kapatagan (LS)
24,Education,-,-,-,-,-,-,-,0.0972,0.0467,Kapatagan (LS)
25,Health,-,-,-,-,-,-,-,0.0177,0.0176,Kapatagan (LS)
26,LGU Investment,-,-,-,-,-,-,-,0.0948,0.0002,Kapatagan (LS)
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Kapatagan (LS)
28,Information Technology Capacity,-,-,-,-,-,-,-,0.1087,0.087,Kapatagan (LS)
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Kapatagan (LS)
30,Land Use Plan,-,-,-,-,-,-,-,2.5000,1.9865,Kapatagan (LS)
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.5000,1.9998,Kapatagan (LS)
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.2829,1.002,Kapatagan (LS)
33,Early Warning System,-,-,-,-,-,-,-,1.2575,1.0316,Kapatagan (LS)
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0024,0.0,Kapatagan (LS)
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Kapatagan (LS)
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.2298,0.3779,Kapatagan (LS)
37,Utilities,-,-,-,-,-,-,-,1.2429,1.4971,Kapatagan (LS)
38,Employed Population,-,-,-,-,-,-,-,0.0131,0.0034,Kapatagan (LS)
39,Sanitary System,-,-,-,-,-,-,-,1.8750,1.5,Kapatagan (LS)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.078,Kapatagan (LS)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0001,Kapatagan (LS)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Kapatagan (LS)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Kapatagan (LS)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Kapatagan (LS)
45,Internet Capability,-,-,-,-,-,-,-,-,0.0435,Kapatagan (LS)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0002,Kapatagan (LS)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Kapatagan (LS)
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Kapatagan (LS)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Kapatagan (LS)
