,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0014,0.0002,Matanog
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0001,Matanog
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.1015,0.0801,Matanog
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0051,0.0023,Matanog
4,Employment Generation,-,-,-,-,-,-,-,0.0987,0.13,Matanog
5,Cost of Living,-,-,-,-,-,-,-,0.9063,1.9995,Matanog
6,Cost of Doing Business,-,-,-,-,-,-,-,2.4338,1.9276,Matanog
7,Financial Deepening,-,-,-,-,-,-,-,0.0557,0.0114,Matanog
8,Productivity,-,-,-,-,-,-,-,0.0083,0.0259,Matanog
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0015,0.0074,Matanog
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4643,1.8077,Matanog
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9981,Matanog
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,1.6121,1.0,Matanog
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0008,0.001,Matanog
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0344,0.0094,Matanog
15,Capacity of School Services,-,-,-,-,-,-,-,0.0347,0.0058,Matanog
16,Recognition of Performance,-,-,-,-,-,-,-,0.0000,0.162,Matanog
17,Getting Business Permits,-,-,-,-,-,-,-,1.8655,1.0,Matanog
18,Peace and Order,-,-,-,-,-,-,-,0.1355,0.0002,Matanog
19,Social Protection,-,-,-,-,-,-,-,0.0000,0.6542,Matanog
20,Road Network,-,-,-,-,-,-,-,0.1008,0.0003,Matanog
21,Distance to Ports,-,-,-,-,-,-,-,2.3404,1.9809,Matanog
22,Availability of Basic Utilities,-,-,-,-,-,-,-,2.3813,0.4196,Matanog
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0286,0.0074,Matanog
24,Education,-,-,-,-,-,-,-,0.0065,0.0168,Matanog
25,Health,-,-,-,-,-,-,-,0.0630,0.0294,Matanog
26,LGU Investment,-,-,-,-,-,-,-,0.1086,0.0002,Matanog
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Matanog
28,Information Technology Capacity,-,-,-,-,-,-,-,0.1087,0.1304,Matanog
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Matanog
30,Land Use Plan,-,-,-,-,-,-,-,2.4714,1.9324,Matanog
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.5000,1.9993,Matanog
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.2582,1.002,Matanog
33,Early Warning System,-,-,-,-,-,-,-,1.2699,1.0158,Matanog
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0021,0.0,Matanog
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Matanog
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.0469,0.0558,Matanog
37,Utilities,-,-,-,-,-,-,-,1.2528,1.4957,Matanog
38,Employed Population,-,-,-,-,-,-,-,0.0044,0.0113,Matanog
39,Sanitary System,-,-,-,-,-,-,-,1.8750,1.5,Matanog
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Matanog
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Matanog
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Matanog
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Matanog
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Matanog
45,Internet Capability,-,-,-,-,-,-,-,-,1.0652,Matanog
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Matanog
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Matanog
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Matanog
49,New Technology,-,-,-,-,-,-,-,-,0.0,Matanog
