,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,0.0000,0.0003,0.0014,0.0113,0.0211,0.0065,Luba
1,Local Economy Growth,-,-,-,0.0026,0.0018,0.0011,0.0308,0.9317,0.0,Luba
2,Active Establishments in the Locality,-,-,-,0.1052,0.0016,0.1269,0.1838,0.3808,0.2655,Luba
3,Safety Compliant Business,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Luba
4,Employment Generation,-,-,-,0.0637,0.0227,0.0659,0.2414,0.1216,0.1865,Luba
5,Cost of Living,-,-,-,1.1638,1.9444,2.2500,0.6967,1.6250,1.8421,Luba
6,Cost of Doing Business,-,-,-,0.9776,0.6030,0.9692,1.4199,1.1456,1.6467,Luba
7,Financial Deepening,-,-,-,0.1323,0.0042,0.0000,0.0231,0.0130,0.0093,Luba
8,Productivity,-,-,-,0.0000,0.0000,0.0466,0.1792,0.1093,0.1238,Luba
9,Presence of Business and Professional Organizations,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0561,0.0,Luba
10,Compliance to National Directives,-,-,-,0.0000,0.0000,2.4988,2.4306,2.3810,2.0,Luba
11,Presence of Investment Promotion Unit,-,-,-,1.2500,0.0000,2.5000,2.5000,2.5000,1.9984,Luba
12,Compliance to ARTA Citizens Charter,-,-,-,0.0000,0.0000,0.0000,0.0000,1.2500,1.0,Luba
13,Capacity to Generate Local Resource,-,-,-,0.8671,0.0000,0.0128,0.0215,0.0028,0.0492,Luba
14,Capacity of Health Services,-,-,-,0.0930,0.0000,0.0324,0.1629,0.0732,0.0004,Luba
15,Capacity of School Services,-,-,-,0.1566,0.0000,0.0000,0.0781,0.0175,0.02,Luba
16,Recognition of Performance,-,-,-,0.1566,0.0000,0.0000,0.0000,0.2143,0.2431,Luba
17,Getting Business Permits,-,-,-,1.1871,0.0000,2.3912,2.4559,1.8479,1.0,Luba
18,Peace and Order,-,-,-,0.4391,0.0000,0.1959,0.5044,0.2083,0.0002,Luba
19,Social Protection,-,-,-,0.1282,0.0000,1.7759,0.0558,0.0625,0.1658,Luba
20,Road Network,-,-,-,0.0008,0.0000,0.0876,0.0046,0.0655,0.0,Luba
21,Distance to Ports,-,-,-,0.0000,0.0000,1.9719,1.9201,1.4959,1.0571,Luba
22,Availability of Basic Utilities,-,-,-,0.0000,0.0000,2.5000,2.5000,2.5000,0.4586,Luba
23,Transportation Vehicles,-,-,-,0.0084,0.0000,0.0000,0.0017,0.0087,0.0103,Luba
24,Education,-,-,-,0.0175,0.0000,0.0267,0.0156,0.1318,0.0767,Luba
25,Health,-,-,-,0.1083,0.0000,0.0000,0.0218,0.1320,0.1084,Luba
26,LGU Investment,-,-,-,0.0000,0.0000,0.4345,1.4932,0.4778,0.005,Luba
27,Accommodation Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Luba
28,Information Technology Capacity,-,-,-,0.2579,0.0000,0.2000,0.3125,0.3571,0.25,Luba
29,Financial Technology Capacity,-,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Luba
30,Land Use Plan,-,-,-,1.8750,0.0000,2.4744,2.4730,1.0000,0.5,Luba
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.3333,2.4524,1.9995,Luba
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,2.4107,1.2544,1.0213,Luba
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2595,1.0152,Luba
34,Budget for DRRMP,-,-,-,0.0022,0.0000,0.4087,1.2931,0.0020,0.0017,Luba
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Luba
36,Emergency Infrastructure,-,-,-,0.4475,0.0000,0.0156,0.1251,0.0598,0.1153,Luba
37,Utilities,-,-,-,0.6960,0.0000,1.8684,1.9041,1.2497,1.4993,Luba
38,Employed Population,-,-,-,0.0000,0.0000,0.0512,0.1246,0.2417,0.2276,Luba
39,Sanitary System,-,-,-,0.5000,0.0000,1.0000,1.0000,1.2504,1.0,Luba
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Luba
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Luba
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Luba
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Luba
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Luba
45,Internet Capability,-,-,-,-,-,-,-,-,1.04,Luba
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Luba
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Luba
48,ICT Plan,-,-,-,-,-,-,-,-,0.6667,Luba
49,New Technology,-,-,-,-,-,-,-,-,0.0,Luba
