,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0001,0.0003,Sitangkai
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0001,Sitangkai
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0286,0.0306,Sitangkai
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0000,0.0,Sitangkai
4,Employment Generation,-,-,-,-,-,-,-,0.0000,0.0165,Sitangkai
5,Cost of Living,-,-,-,-,-,-,-,1.6250,1.9216,Sitangkai
6,Cost of Doing Business,-,-,-,-,-,-,-,1.3364,1.9092,Sitangkai
7,Financial Deepening,-,-,-,-,-,-,-,0.0293,0.0181,Sitangkai
8,Productivity,-,-,-,-,-,-,-,0.0001,0.0146,Sitangkai
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0045,Sitangkai
10,Compliance to National Directives,-,-,-,-,-,-,-,2.3810,1.8929,Sitangkai
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,0.0000,1.9488,Sitangkai
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,1.9281,2.0,Sitangkai
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0097,0.0002,Sitangkai
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0413,0.0009,Sitangkai
15,Capacity of School Services,-,-,-,-,-,-,-,0.0000,0.0127,Sitangkai
16,Recognition of Performance,-,-,-,-,-,-,-,0.0000,0.0095,Sitangkai
17,Getting Business Permits,-,-,-,-,-,-,-,1.8280,1.0,Sitangkai
18,Peace and Order,-,-,-,-,-,-,-,0.0342,0.0479,Sitangkai
19,Social Protection,-,-,-,-,-,-,-,0.0238,0.0009,Sitangkai
20,Road Network,-,-,-,-,-,-,-,0.1806,0.0001,Sitangkai
21,Distance to Ports,-,-,-,-,-,-,-,2.4997,0.6623,Sitangkai
22,Availability of Basic Utilities,-,-,-,-,-,-,-,0.6249,0.1016,Sitangkai
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0644,0.0366,Sitangkai
24,Education,-,-,-,-,-,-,-,0.0076,0.0452,Sitangkai
25,Health,-,-,-,-,-,-,-,0.0085,0.0064,Sitangkai
26,LGU Investment,-,-,-,-,-,-,-,0.0000,0.0003,Sitangkai
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Sitangkai
28,Information Technology Capacity,-,-,-,-,-,-,-,0.3182,0.0617,Sitangkai
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0240,0.0086,Sitangkai
30,Land Use Plan,-,-,-,-,-,-,-,2.4545,1.9545,Sitangkai
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4737,1.9995,Sitangkai
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.4167,1.09,Sitangkai
33,Early Warning System,-,-,-,-,-,-,-,1.2537,1.062,Sitangkai
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0000,0.0,Sitangkai
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Sitangkai
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.0008,0.3408,Sitangkai
37,Utilities,-,-,-,-,-,-,-,1.2571,1.5036,Sitangkai
38,Employed Population,-,-,-,-,-,-,-,0.0150,0.0109,Sitangkai
39,Sanitary System,-,-,-,-,-,-,-,1.2503,1.5002,Sitangkai
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0392,Sitangkai
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Sitangkai
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Sitangkai
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Sitangkai
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Sitangkai
45,Internet Capability,-,-,-,-,-,-,-,-,1.0333,Sitangkai
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Sitangkai
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Sitangkai
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Sitangkai
49,New Technology,-,-,-,-,-,-,-,-,0.0,Sitangkai
