,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0000,0.2617,0.0005,0.0065,0.0055,0.0148,0.0094,0.0019,Macrohon
1,Local Economy Growth,-,0.0000,0.0000,0.0014,0.0157,0.0011,1.0275,0.0010,0.0008,Macrohon
2,Active Establishments in the Locality,-,-,-,0.0000,0.0049,0.0000,0.4261,0.0000,0.0,Macrohon
3,Safety Compliant Business,-,-,-,0.4385,0.2093,0.4110,0.4625,0.3719,0.2556,Macrohon
4,Employment Generation,-,0.0000,0.2575,0.1981,0.1218,0.5531,0.3178,0.1697,0.4756,Macrohon
5,Cost of Living,-,0.0000,0.0000,0.6897,0.9259,2.5000,1.9792,1.5625,1.9994,Macrohon
6,Cost of Doing Business,-,0.4062,2.6470,1.1432,1.6532,0.3374,1.8868,1.4740,1.2729,Macrohon
7,Financial Deepening,-,0.0000,0.6173,0.0661,0.0210,0.0387,0.0528,0.0635,0.0173,Macrohon
8,Productivity,-,0.0000,0.0044,0.0007,0.0018,0.1602,0.1513,0.1225,0.2095,Macrohon
9,Presence of Business and Professional Organizations,-,0.0000,0.0130,0.0010,0.0000,0.0009,0.0016,0.0000,0.0,Macrohon
10,Compliance to National Directives,-,0.0000,3.1313,2.3355,0.0000,2.4988,1.1786,2.3571,1.8077,Macrohon
11,Presence of Investment Promotion Unit,-,0.0000,0.8333,0.6250,0.0000,0.6250,0.6250,2.5000,1.9968,Macrohon
12,Compliance to ARTA Citizens Charter,-,0.0000,1.6372,1.8295,0.0000,2.3541,2.4310,2.3096,2.0,Macrohon
13,Capacity to Generate Local Resource,-,0.0000,0.5968,0.2400,0.0000,0.0110,0.0107,0.0159,0.1346,Macrohon
14,Capacity of Health Services,-,0.0000,0.0640,0.1758,0.0000,0.0229,0.0327,0.0183,0.0105,Macrohon
15,Capacity of School Services,-,0.1837,0.1797,0.1298,0.0000,0.0000,0.1109,0.0910,0.0,Macrohon
16,Recognition of Performance,-,0.0000,0.3258,0.1298,0.0000,0.2226,0.0860,0.2065,0.0167,Macrohon
17,Getting Business Permits,-,-,0.0000,1.3225,0.0000,1.6106,1.6625,1.8708,2.0,Macrohon
18,Peace and Order,-,0.0000,0.1438,0.1872,0.0000,0.0000,0.2679,0.0985,0.0002,Macrohon
19,Social Protection,-,-,0.0000,0.4777,0.0000,0.6412,0.4658,0.0835,1.3616,Macrohon
20,Road Network,-,0.0000,0.0026,0.0009,0.0000,0.0687,0.0004,0.0587,0.0006,Macrohon
21,Distance to Ports,-,0.0000,1.6416,1.4964,0.0000,0.5479,2.0127,1.9432,1.9796,Macrohon
22,Availability of Basic Utilities,-,0.0000,3.3333,2.5000,0.0000,0.9063,1.8438,1.2500,0.3476,Macrohon
23,Transportation Vehicles,-,0.0000,0.0216,0.0715,0.0000,0.0000,0.0256,0.0000,0.0,Macrohon
24,Education,-,0.0000,0.1305,0.2066,0.0000,0.0000,0.0394,0.1197,0.0833,Macrohon
25,Health,-,0.0000,0.0746,0.0368,0.0000,0.0120,0.0250,0.0000,0.0,Macrohon
26,LGU Investment,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0310,0.0898,0.0002,Macrohon
27,Accommodation Capacity,-,0.5877,0.8586,0.0164,0.0000,0.0000,0.0000,0.0276,0.0168,Macrohon
28,Information Technology Capacity,-,0.0000,1.1693,0.6845,0.0000,0.0000,0.2917,0.0000,0.3043,Macrohon
29,Financial Technology Capacity,-,0.0000,0.0000,0.0000,0.0000,0.1563,0.1250,0.0893,0.0455,Macrohon
30,Land Use Plan,-,-,-,2.5000,0.0000,2.4872,2.4872,2.4571,1.9324,Macrohon
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,0.4167,2.3611,2.4853,1.9995,Macrohon
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,0.0000,2.2500,1.2500,1.003,Macrohon
33,Early Warning System,-,-,-,2.5000,0.0000,0.0000,2.5000,1.2500,1.0593,Macrohon
34,Budget for DRRMP,-,-,-,0.0000,0.0000,0.0000,0.0347,0.0000,0.0,Macrohon
35,Local Risk Assessments,-,-,-,1.2500,0.0000,0.0000,2.5000,2.5000,2.0,Macrohon
36,Emergency Infrastructure,-,-,-,0.9105,0.0000,0.0208,0.5258,0.2504,0.3617,Macrohon
37,Utilities,-,-,-,0.9743,0.0000,0.9375,1.5623,0.9996,1.5001,Macrohon
38,Employed Population,-,-,-,0.0583,0.0000,0.0000,0.0000,0.0358,0.0113,Macrohon
39,Sanitary System,-,-,-,1.0130,0.0000,1.5030,1.4955,1.2500,1.0,Macrohon
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Macrohon
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Macrohon
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Macrohon
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Macrohon
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Macrohon
45,Internet Capability,-,-,-,-,-,-,-,-,0.1522,Macrohon
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Macrohon
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Macrohon
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Macrohon
49,New Technology,-,-,-,-,-,-,-,-,0.0,Macrohon
