,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,0.3007,0.3562,0.2068,0.1476,0.2028,0.0157,0.0423,0.1905,0.0228,Roxas (IA)
1,Local Economy Growth,0.3463,0.4856,0.0457,0.0034,0.0077,0.0016,0.3302,0.0025,0.0,Roxas (IA)
2,Active Establishments in the Locality,-,-,-,0.1712,0.3165,0.1593,0.2528,0.3125,0.2936,Roxas (IA)
3,Safety Compliant Business,-,-,-,0.1072,0.1802,0.1416,0.1885,0.1466,0.0,Roxas (IA)
4,Employment Generation,0.5876,0.1868,0.1769,0.1051,0.0974,0.1195,0.1292,0.1457,0.1112,Roxas (IA)
5,Cost of Living,2.6820,3.2946,2.5833,1.0135,0.8796,1.3492,1.0776,0.0938,1.9639,Roxas (IA)
6,Cost of Doing Business,2.0197,3.5803,3.2825,2.1000,2.0871,1.9465,2.2531,2.2137,1.4595,Roxas (IA)
7,Financial Deepening,1.4665,1.1510,1.1549,1.0101,0.1473,0.5405,0.4974,0.5707,0.4302,Roxas (IA)
8,Productivity,0.0000,0.0588,0.0069,0.1482,0.0325,0.0091,0.1345,0.2859,0.0867,Roxas (IA)
9,Presence of Business and Professional Organizations,0.0129,0.0239,0.0093,0.1397,0.1125,0.0078,0.0167,0.0097,0.0006,Roxas (IA)
10,Compliance to National Directives,3.3333,3.3333,3.3041,2.4038,0.0000,2.4000,2.3485,2.1429,1.9643,Roxas (IA)
11,Presence of Investment Promotion Unit,3.3333,3.3333,3.3333,2.5000,0.0000,2.5000,2.5000,2.5000,0.0,Roxas (IA)
12,Compliance to ARTA Citizens Charter,-,2.6955,1.4937,2.0407,0.0000,2.0291,2.3985,1.7029,2.0,Roxas (IA)
13,Capacity to Generate Local Resource,1.7692,0.6216,0.2159,0.1895,0.0000,0.1430,0.2358,0.0247,0.0106,Roxas (IA)
14,Capacity of Health Services,0.2424,0.2988,0.1882,0.1019,0.0000,0.1251,0.1569,0.2045,0.0034,Roxas (IA)
15,Capacity of School Services,0.3315,0.1562,0.4652,0.1552,0.0000,0.2882,0.1126,0.0730,0.0671,Roxas (IA)
16,Recognition of Performance,0.0000,0.2381,0.0000,0.1552,0.0000,0.0000,0.0000,0.0000,0.0,Roxas (IA)
17,Getting Business Permits,-,-,1.1111,2.0073,0.0000,2.4297,2.4721,1.8280,2.0,Roxas (IA)
18,Peace and Order,0.4000,0.0582,0.0522,0.3420,0.0000,0.0287,0.0275,0.0637,0.0001,Roxas (IA)
19,Social Protection,-,-,0.0061,0.0041,0.0000,0.2343,0.2348,0.2009,0.0,Roxas (IA)
20,Road Network,0.0000,0.0010,0.0009,0.0008,0.0000,0.0260,0.0012,0.0423,0.0005,Roxas (IA)
21,Distance to Ports,0.0000,2.6346,2.3551,1.5729,0.0000,1.5818,2.2983,2.4047,1.4448,Roxas (IA)
22,Availability of Basic Utilities,1.6667,3.3333,3.3333,2.5000,0.0000,2.0112,2.0650,2.1144,0.0905,Roxas (IA)
23,Transportation Vehicles,0.0767,0.1622,0.2805,0.1659,0.0000,0.0214,0.1411,0.0140,0.0194,Roxas (IA)
24,Education,0.2399,0.2842,0.0840,0.0949,0.0000,0.0760,0.1580,0.1764,0.1228,Roxas (IA)
25,Health,0.4098,0.4089,0.3150,0.3057,0.0000,0.2281,0.2978,0.4463,0.2335,Roxas (IA)
26,LGU Investment,0.5710,0.0000,0.6423,0.4537,0.0000,0.8367,0.2533,0.0424,0.0,Roxas (IA)
27,Accommodation Capacity,0.0230,0.0328,0.0075,0.0059,0.0000,0.0049,0.0306,0.0320,0.0167,Roxas (IA)
28,Information Technology Capacity,1.6145,0.2489,0.3671,0.2870,0.0000,0.2665,0.2695,0.0909,0.0441,Roxas (IA)
29,Financial Technology Capacity,0.1529,0.2249,0.4257,0.2152,0.0000,0.2205,0.2239,0.2239,0.1293,Roxas (IA)
30,Land Use Plan,-,-,-,2.5000,0.0000,2.3590,2.3590,2.2045,1.7879,Roxas (IA)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.4074,2.5000,2.4474,1.999,Roxas (IA)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2667,1.008,Roxas (IA)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2573,1.005,Roxas (IA)
34,Budget for DRRMP,-,-,-,0.0019,0.0000,0.5079,0.1386,0.0190,0.0,Roxas (IA)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,2.5000,2.5000,2.5000,2.0,Roxas (IA)
36,Emergency Infrastructure,-,-,-,0.9177,0.0000,0.4950,0.5072,0.3076,0.394,Roxas (IA)
37,Utilities,-,-,-,0.9818,0.0000,1.8780,1.8769,1.2570,1.5,Roxas (IA)
38,Employed Population,-,-,-,0.2453,0.0000,0.0086,0.0055,0.0097,0.0063,Roxas (IA)
39,Sanitary System,-,-,-,1.5837,0.0000,1.9850,1.9881,1.8753,1.7549,Roxas (IA)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0136,Roxas (IA)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Roxas (IA)
45,Internet Capability,-,-,-,-,-,-,-,-,0.0238,Roxas (IA)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
48,ICT Plan,-,-,-,-,-,-,-,-,2.0001,Roxas (IA)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Roxas (IA)
