,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,0.0000,0.1942,0.0021,0.0041,0.0073,0.0203,0.0076,0.0013,Inopacan
1,Local Economy Growth,-,0.0000,0.0000,0.0071,0.0024,0.0014,1.0264,0.0020,0.0005,Inopacan
2,Active Establishments in the Locality,-,-,-,0.5478,0.0047,0.3629,0.3159,0.3786,0.3942,Inopacan
3,Safety Compliant Business,-,-,-,0.3005,0.2487,0.2658,0.3172,0.2059,0.169,Inopacan
4,Employment Generation,-,0.0000,0.1415,0.1498,0.0530,0.1073,0.0405,0.2632,0.0364,Inopacan
5,Cost of Living,-,0.0000,3.0000,1.4224,1.0185,1.5000,0.9375,1.9688,1.999,Inopacan
6,Cost of Doing Business,-,0.4062,3.1827,2.3034,1.3398,2.0931,2.3215,2.3792,1.8738,Inopacan
7,Financial Deepening,-,0.0000,1.6204,0.2116,0.0000,0.2760,0.2810,0.2989,0.0954,Inopacan
8,Productivity,-,0.0000,0.0076,0.0039,0.0059,0.0674,0.0582,0.1998,0.0368,Inopacan
9,Presence of Business and Professional Organizations,-,0.0000,0.1042,0.0000,0.0000,0.0371,0.0000,0.0076,0.0,Inopacan
10,Compliance to National Directives,-,0.0000,3.2997,2.3355,0.0000,2.4988,2.5000,2.4286,1.8846,Inopacan
11,Presence of Investment Promotion Unit,-,0.0000,0.0000,0.6250,0.0000,2.5000,0.0000,1.2500,1.3327,Inopacan
12,Compliance to ARTA Citizens Charter,-,0.0000,1.7636,2.4237,0.0000,2.3612,2.4980,1.9582,2.0,Inopacan
13,Capacity to Generate Local Resource,-,0.0000,0.8104,0.4050,0.0000,0.0400,0.0279,0.0113,0.0335,Inopacan
14,Capacity of Health Services,-,0.0000,0.0533,0.0407,0.0000,0.0229,0.0502,0.0703,0.0171,Inopacan
15,Capacity of School Services,-,0.1681,1.5080,0.8544,0.0000,0.2666,0.0356,0.0261,0.0096,Inopacan
16,Recognition of Performance,-,0.0000,0.2381,0.8544,0.0000,0.0592,0.0417,0.0391,0.0167,Inopacan
17,Getting Business Permits,-,-,0.0000,1.3471,0.0000,1.4468,1.3850,1.8651,1.0,Inopacan
18,Peace and Order,-,0.0000,0.1996,0.2232,0.0000,0.2074,0.3061,0.0862,0.0003,Inopacan
19,Social Protection,-,-,0.0272,0.3758,0.0000,0.3886,0.3871,0.1842,1.43,Inopacan
20,Road Network,-,0.0162,0.0104,0.0009,0.0000,0.0599,0.0003,0.0430,0.0707,Inopacan
21,Distance to Ports,-,0.0000,2.8942,2.3575,0.0000,2.3797,2.1008,2.0850,1.9975,Inopacan
22,Availability of Basic Utilities,-,0.0000,2.7778,2.2917,0.0000,1.2606,2.0688,2.3434,0.3348,Inopacan
23,Transportation Vehicles,-,0.0000,0.0339,0.0231,0.0000,0.0060,0.0454,0.0546,0.0202,Inopacan
24,Education,-,0.0000,0.2294,0.1441,0.0000,0.0209,0.0347,0.0376,0.0429,Inopacan
25,Health,-,0.0000,0.0676,0.0390,0.0000,0.0272,0.0088,0.0362,0.0321,Inopacan
26,LGU Investment,-,0.0000,2.1195,0.0000,0.0000,0.0722,0.0369,0.0961,0.0004,Inopacan
27,Accommodation Capacity,-,0.1165,0.0000,0.0000,0.0000,0.0479,0.0000,0.0000,0.0143,Inopacan
28,Information Technology Capacity,-,0.0000,0.6614,0.2480,0.0000,0.2124,0.3148,0.2717,0.1304,Inopacan
29,Financial Technology Capacity,-,0.0000,0.2381,0.1563,0.0000,0.0543,0.1563,0.1587,0.0909,Inopacan
30,Land Use Plan,-,-,-,1.2500,0.0000,2.4744,2.5000,2.4857,1.9595,Inopacan
31,Disaster Risk Reduction Plan,-,-,-,2.0000,0.0000,2.0833,2.5000,2.5000,1.9998,Inopacan
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,2.4107,1.0000,1.2582,1.0005,Inopacan
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.3123,1.002,Inopacan
34,Budget for DRRMP,-,-,-,0.0396,0.0000,0.1345,0.0105,0.0021,0.0,Inopacan
35,Local Risk Assessments,-,-,-,1.2500,0.0000,2.5000,1.2500,2.5000,2.0,Inopacan
36,Emergency Infrastructure,-,-,-,0.8951,0.0000,0.5158,0.4725,0.3458,0.4064,Inopacan
37,Utilities,-,-,-,0.9903,0.0000,1.8752,1.8690,1.2547,1.4981,Inopacan
38,Employed Population,-,-,-,0.0267,0.0000,0.0293,0.0000,0.0113,0.002,Inopacan
39,Sanitary System,-,-,-,1.7084,0.0000,1.3788,1.4975,1.8755,1.5001,Inopacan
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Inopacan
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Inopacan
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Inopacan
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Inopacan
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Inopacan
45,Internet Capability,-,-,-,-,-,-,-,-,0.0652,Inopacan
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Inopacan
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Inopacan
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Inopacan
49,New Technology,-,-,-,-,-,-,-,-,0.0,Inopacan
