,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0008,0.0007,Piagapo
1,Local Economy Growth,-,-,-,-,-,-,-,0.0197,0.0007,Piagapo
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0325,0.0157,Piagapo
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0125,0.0241,Piagapo
4,Employment Generation,-,-,-,-,-,-,-,0.0340,0.0314,Piagapo
5,Cost of Living,-,-,-,-,-,-,-,1.6250,1.9993,Piagapo
6,Cost of Doing Business,-,-,-,-,-,-,-,1.7571,1.9161,Piagapo
7,Financial Deepening,-,-,-,-,-,-,-,0.0000,0.0,Piagapo
8,Productivity,-,-,-,-,-,-,-,0.0096,0.0047,Piagapo
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0169,Piagapo
10,Compliance to National Directives,-,-,-,-,-,-,-,2.3571,1.8846,Piagapo
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9997,Piagapo
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,2.1541,2.0,Piagapo
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0121,0.0021,Piagapo
14,Capacity of Health Services,-,-,-,-,-,-,-,0.0395,0.0165,Piagapo
15,Capacity of School Services,-,-,-,-,-,-,-,0.0924,0.0252,Piagapo
16,Recognition of Performance,-,-,-,-,-,-,-,0.8112,0.2083,Piagapo
17,Getting Business Permits,-,-,-,-,-,-,-,1.5529,2.0,Piagapo
18,Peace and Order,-,-,-,-,-,-,-,0.0739,0.0002,Piagapo
19,Social Protection,-,-,-,-,-,-,-,0.0489,0.7897,Piagapo
20,Road Network,-,-,-,-,-,-,-,0.0799,0.0002,Piagapo
21,Distance to Ports,-,-,-,-,-,-,-,2.1987,1.9508,Piagapo
22,Availability of Basic Utilities,-,-,-,-,-,-,-,0.0000,0.2288,Piagapo
23,Transportation Vehicles,-,-,-,-,-,-,-,0.0000,0.0017,Piagapo
24,Education,-,-,-,-,-,-,-,0.0308,0.0616,Piagapo
25,Health,-,-,-,-,-,-,-,0.0205,0.008,Piagapo
26,LGU Investment,-,-,-,-,-,-,-,0.1120,0.0001,Piagapo
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Piagapo
28,Information Technology Capacity,-,-,-,-,-,-,-,0.0543,0.0435,Piagapo
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Piagapo
30,Land Use Plan,-,-,-,-,-,-,-,2.4857,1.9595,Piagapo
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4559,1.9993,Piagapo
32,Annual Disaster Drill,-,-,-,-,-,-,-,0.0000,1.002,Piagapo
33,Early Warning System,-,-,-,-,-,-,-,1.2600,1.0079,Piagapo
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0025,0.0,Piagapo
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Piagapo
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.2837,0.3627,Piagapo
37,Utilities,-,-,-,-,-,-,-,1.2801,1.5015,Piagapo
38,Employed Population,-,-,-,-,-,-,-,0.0166,0.0043,Piagapo
39,Sanitary System,-,-,-,-,-,-,-,1.2500,1.0,Piagapo
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Piagapo
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Piagapo
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Piagapo
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Piagapo
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,2.0,Piagapo
45,Internet Capability,-,-,-,-,-,-,-,-,0.0217,Piagapo
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.003,Piagapo
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Piagapo
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Piagapo
49,New Technology,-,-,-,-,-,-,-,-,0.0,Piagapo
