,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,-,-,-,-,-,0.0020,0.0017,Shariff Saydona Mustapha
1,Local Economy Growth,-,-,-,-,-,-,-,0.0000,0.0,Shariff Saydona Mustapha
2,Active Establishments in the Locality,-,-,-,-,-,-,-,0.0206,0.0228,Shariff Saydona Mustapha
3,Safety Compliant Business,-,-,-,-,-,-,-,0.0185,0.0299,Shariff Saydona Mustapha
4,Employment Generation,-,-,-,-,-,-,-,0.0387,0.0525,Shariff Saydona Mustapha
5,Cost of Living,-,-,-,-,-,-,-,0.9063,1.6316,Shariff Saydona Mustapha
6,Cost of Doing Business,-,-,-,-,-,-,-,2.4715,1.6599,Shariff Saydona Mustapha
7,Financial Deepening,-,-,-,-,-,-,-,0.0053,0.0129,Shariff Saydona Mustapha
8,Productivity,-,-,-,-,-,-,-,0.0077,0.0128,Shariff Saydona Mustapha
9,Presence of Business and Professional Organizations,-,-,-,-,-,-,-,0.0000,0.0449,Shariff Saydona Mustapha
10,Compliance to National Directives,-,-,-,-,-,-,-,2.4405,1.9091,Shariff Saydona Mustapha
11,Presence of Investment Promotion Unit,-,-,-,-,-,-,-,2.5000,1.9997,Shariff Saydona Mustapha
12,Compliance to ARTA Citizens Charter,-,-,-,-,-,-,-,1.2500,2.0,Shariff Saydona Mustapha
13,Capacity to Generate Local Resource,-,-,-,-,-,-,-,0.0003,0.0,Shariff Saydona Mustapha
14,Capacity of Health Services,-,-,-,-,-,-,-,0.5282,0.0002,Shariff Saydona Mustapha
15,Capacity of School Services,-,-,-,-,-,-,-,0.1653,0.02,Shariff Saydona Mustapha
16,Recognition of Performance,-,-,-,-,-,-,-,0.0000,0.0,Shariff Saydona Mustapha
17,Getting Business Permits,-,-,-,-,-,-,-,1.7913,1.0,Shariff Saydona Mustapha
18,Peace and Order,-,-,-,-,-,-,-,0.3958,0.041,Shariff Saydona Mustapha
19,Social Protection,-,-,-,-,-,-,-,0.2260,0.1017,Shariff Saydona Mustapha
20,Road Network,-,-,-,-,-,-,-,0.0598,0.0,Shariff Saydona Mustapha
21,Distance to Ports,-,-,-,-,-,-,-,2.5000,1.9864,Shariff Saydona Mustapha
22,Availability of Basic Utilities,-,-,-,-,-,-,-,1.1250,0.4623,Shariff Saydona Mustapha
23,Transportation Vehicles,-,-,-,-,-,-,-,0.1370,0.071,Shariff Saydona Mustapha
24,Education,-,-,-,-,-,-,-,0.0318,0.0186,Shariff Saydona Mustapha
25,Health,-,-,-,-,-,-,-,0.4036,0.0859,Shariff Saydona Mustapha
26,LGU Investment,-,-,-,-,-,-,-,0.3119,0.002,Shariff Saydona Mustapha
27,Accommodation Capacity,-,-,-,-,-,-,-,0.0000,0.0,Shariff Saydona Mustapha
28,Information Technology Capacity,-,-,-,-,-,-,-,0.5357,0.625,Shariff Saydona Mustapha
29,Financial Technology Capacity,-,-,-,-,-,-,-,0.0000,0.0,Shariff Saydona Mustapha
30,Land Use Plan,-,-,-,-,-,-,-,2.5000,1.9722,Shariff Saydona Mustapha
31,Disaster Risk Reduction Plan,-,-,-,-,-,-,-,2.4524,1.9995,Shariff Saydona Mustapha
32,Annual Disaster Drill,-,-,-,-,-,-,-,1.2544,1.016,Shariff Saydona Mustapha
33,Early Warning System,-,-,-,-,-,-,-,0.0000,0.0,Shariff Saydona Mustapha
34,Budget for DRRMP,-,-,-,-,-,-,-,0.0042,0.0017,Shariff Saydona Mustapha
35,Local Risk Assessments,-,-,-,-,-,-,-,2.5000,2.0,Shariff Saydona Mustapha
36,Emergency Infrastructure,-,-,-,-,-,-,-,0.2258,0.3879,Shariff Saydona Mustapha
37,Utilities,-,-,-,-,-,-,-,0.7500,1.4925,Shariff Saydona Mustapha
38,Employed Population,-,-,-,-,-,-,-,0.0504,0.0201,Shariff Saydona Mustapha
39,Sanitary System,-,-,-,-,-,-,-,1.8750,1.5,Shariff Saydona Mustapha
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0027,Shariff Saydona Mustapha
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0012,Shariff Saydona Mustapha
42,STEM graduates,-,-,-,-,-,-,-,-,0.2087,Shariff Saydona Mustapha
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0,Shariff Saydona Mustapha
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Shariff Saydona Mustapha
45,Internet Capability,-,-,-,-,-,-,-,-,0.1,Shariff Saydona Mustapha
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0252,Shariff Saydona Mustapha
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Shariff Saydona Mustapha
48,ICT Plan,-,-,-,-,-,-,-,-,1.3334,Shariff Saydona Mustapha
49,New Technology,-,-,-,-,-,-,-,-,0.0,Shariff Saydona Mustapha
