,Pillar / Indicator,2014,2015,2016,2017,2018,2019,2020,2021,2022,City_Municipality
0,Local Economy Size,-,-,0.5446,0.0014,0.0000,0.0113,0.0166,0.0229,0.0028,Alcala (CG)
1,Local Economy Growth,-,-,0.0886,0.0050,0.0000,0.0000,1.0259,0.0025,0.0002,Alcala (CG)
2,Active Establishments in the Locality,-,-,-,0.0000,0.0000,0.2070,0.3107,0.9255,0.5103,Alcala (CG)
3,Safety Compliant Business,-,-,-,0.2203,0.0000,0.4480,0.5931,0.3456,0.3727,Alcala (CG)
4,Employment Generation,-,-,0.2387,0.3423,0.0000,0.1904,0.1395,0.2145,0.2343,Alcala (CG)
5,Cost of Living,-,-,2.2500,1.0345,1.2963,0.0000,1.4583,0.7813,1.9994,Alcala (CG)
6,Cost of Doing Business,-,-,2.2274,1.4782,1.4124,0.6076,2.1753,2.2103,1.9053,Alcala (CG)
7,Financial Deepening,-,-,0.6944,0.2381,0.0713,0.0931,0.3433,0.5959,0.3101,Alcala (CG)
8,Productivity,-,-,0.0106,0.0009,0.0000,0.1421,0.0911,0.1838,0.1051,Alcala (CG)
9,Presence of Business and Professional Organizations,-,-,0.0000,0.0098,0.0098,0.0417,0.0531,0.0610,0.0053,Alcala (CG)
10,Compliance to National Directives,-,-,2.8956,2.3684,0.0000,1.2481,2.3571,2.2857,1.9231,Alcala (CG)
11,Presence of Investment Promotion Unit,-,-,0.0000,1.8750,0.0000,0.6250,1.8750,1.8750,0.6667,Alcala (CG)
12,Compliance to ARTA Citizens Charter,-,-,2.1260,2.1925,0.0000,1.7426,2.4333,1.9776,2.0,Alcala (CG)
13,Capacity to Generate Local Resource,-,-,0.3382,1.1027,0.0000,0.0406,0.0346,0.0196,0.0289,Alcala (CG)
14,Capacity of Health Services,-,-,0.3805,0.3125,0.0000,0.0140,0.0942,0.1650,0.0717,Alcala (CG)
15,Capacity of School Services,-,-,0.0796,0.0000,0.0000,0.0000,0.1198,0.0878,0.0077,Alcala (CG)
16,Recognition of Performance,-,-,0.2381,0.0000,0.0000,0.0000,0.0013,0.0893,0.0584,Alcala (CG)
17,Getting Business Permits,-,-,0.0000,1.4066,0.0000,2.3622,2.3572,1.5531,0.5,Alcala (CG)
18,Peace and Order,-,-,0.1202,0.1994,0.0000,0.3456,0.4337,0.2155,0.0002,Alcala (CG)
19,Social Protection,-,-,0.0014,0.3023,0.0000,0.8122,0.7092,0.1409,1.2424,Alcala (CG)
20,Road Network,-,-,0.0018,0.0009,0.0000,0.0475,0.0007,0.0904,0.0008,Alcala (CG)
21,Distance to Ports,-,-,3.1593,1.6378,0.0000,1.6076,2.3772,2.3771,1.9963,Alcala (CG)
22,Availability of Basic Utilities,-,-,1.6667,2.5000,0.0000,1.2500,1.9063,2.1563,0.3636,Alcala (CG)
23,Transportation Vehicles,-,-,0.0086,0.1730,0.0000,0.0197,0.0478,0.0975,0.009,Alcala (CG)
24,Education,-,-,0.3134,0.2078,0.0000,0.1009,0.1807,0.0939,0.084,Alcala (CG)
25,Health,-,-,0.0747,0.0481,0.0000,0.0493,0.1471,0.1352,0.1598,Alcala (CG)
26,LGU Investment,-,-,0.6705,0.1051,0.0000,0.0912,0.1962,0.1584,0.0002,Alcala (CG)
27,Accommodation Capacity,-,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,Alcala (CG)
28,Information Technology Capacity,-,-,0.0000,0.6151,0.0000,0.2291,0.5648,0.3261,0.3913,Alcala (CG)
29,Financial Technology Capacity,-,-,0.5714,0.1563,0.0000,0.0543,0.0000,0.2480,0.0971,Alcala (CG)
30,Land Use Plan,-,-,-,1.2500,0.0000,1.9744,2.3590,2.3286,1.973,Alcala (CG)
31,Disaster Risk Reduction Plan,-,-,-,2.5000,0.0000,2.0833,2.5000,2.4853,1.9993,Alcala (CG)
32,Annual Disaster Drill,-,-,-,2.5000,0.0000,1.2500,2.5000,1.2829,1.002,Alcala (CG)
33,Early Warning System,-,-,-,2.5000,0.0000,2.5000,2.5000,1.2600,1.0079,Alcala (CG)
34,Budget for DRRMP,-,-,-,0.0010,0.0000,0.1613,0.0578,0.0019,0.0,Alcala (CG)
35,Local Risk Assessments,-,-,-,2.5000,0.0000,1.2500,2.5000,2.5000,2.0,Alcala (CG)
36,Emergency Infrastructure,-,-,-,0.8653,0.0000,0.4524,0.4605,0.2839,0.3793,Alcala (CG)
37,Utilities,-,-,-,0.9877,0.0000,1.2533,1.8783,1.2864,1.5001,Alcala (CG)
38,Employed Population,-,-,-,0.2742,0.0000,0.2877,0.0414,0.0576,0.0149,Alcala (CG)
39,Sanitary System,-,-,-,1.0333,0.0000,1.5227,1.4894,1.2501,1.0,Alcala (CG)
40,Start Up and Innovation Facilities,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
41,Innovation Financing: R&D Expenditures Allotment,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
42,STEM graduates,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
43,Intellectual Property Registration,-,-,-,-,-,-,-,-,0.0397,Alcala (CG)
44,ICT Use: E-BPLS Software,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
45,Internet Capability,-,-,-,-,-,-,-,-,1.1957,Alcala (CG)
46,Availability of Basic Internet Service,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
47,Online Payment Facilities,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
48,ICT Plan,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
49,New Technology,-,-,-,-,-,-,-,-,0.0,Alcala (CG)
